image_id,subject,subject_bbox,relationship,object,object_bbox
3,multiple outlet,"[42, 190, 89, 48]",has,plug,"[43, 208, 26, 33]"
3,multiple outlet,"[42, 190, 89, 48]",has,plug,"[66, 207, 15, 21]"
3,multiple outlet,"[42, 190, 89, 48]",has,plug,"[85, 200, 16, 25]"
3,multiple outlet,"[42, 190, 89, 48]",has,plug,"[106, 200, 17, 23]"
3,office phone,"[456, 266, 98, 79]",ON,desk,"[130, 235, 506, 241]"
3,girl,"[544, 89, 94, 149]",in front of,monitor,"[417, 63, 82, 50]"
3,mouse,"[346, 296, 29, 28]",next to,keyboard,"[168, 273, 175, 48]"
3,outlet,"[83, 202, 17, 24]",ON,wall,"[3, 6, 258, 265]"
3,outlet,"[42, 207, 22, 29]",ON,wall,"[3, 6, 258, 265]"
3,girl,"[544, 89, 94, 149]",has,hair,"[585, 98, 55, 109]"
3,girl,"[544, 89, 94, 149]",wears,chain,"[593, 166, 34, 17]"
3,pen,"[405, 323, 53, 16]",ON,desk,"[130, 235, 506, 241]"
3,cable,"[137, 408, 52, 58]",ON,floor,"[110, 340, 390, 139]"
3,cable,"[150, 387, 84, 40]",ON,floor,"[110, 340, 390, 139]"
3,wall,"[3, 6, 258, 265]",has,pluged,"[42, 190, 89, 48]"
3,bag,"[574, 270, 65, 134]",ON,desk,"[130, 235, 506, 241]"
3,monitor,"[417, 63, 82, 50]",ON,wall,"[304, 30, 217, 97]"
3,girl,"[544, 89, 94, 149]",has,black hair,"[585, 98, 55, 109]"
3,girl,"[544, 89, 94, 149]",has,white top,"[538, 174, 101, 68]"
3,girl,"[544, 89, 94, 149]",with,black hair,"[585, 98, 55, 109]"
3,girl,"[544, 89, 94, 149]",with,white top,"[538, 174, 101, 68]"
3,dividing screen,"[243, 81, 300, 204]",between,cubicles,"[125, 71, 513, 402]"
3,picture,"[210, 2, 61, 44]",ON,wall,"[3, 6, 258, 265]"
3,telephone,"[456, 266, 98, 79]",ON,desk,"[130, 235, 506, 241]"
3,girl,"[544, 89, 94, 149]",with,black hair,"[585, 98, 55, 109]"
3,pen,"[405, 323, 53, 16]",next to,telephone,"[456, 266, 98, 79]"
3,girl,"[544, 89, 94, 149]",working on,computer,"[413, 56, 101, 57]"
3,cables,"[59, 211, 81, 89]",are fully,pluged,"[42, 190, 89, 48]"
3,photos,"[209, 3, 341, 45]",ON,wall,"[3, 2, 552, 65]"
3,girl,"[544, 89, 94, 149]",wear,white top,"[538, 174, 101, 68]"
3,cables,"[59, 211, 81, 89]",have been,pluged,"[42, 190, 89, 48]"
3,drawer,"[2, 321, 128, 123]",has,handle,"[18, 353, 81, 44]"
3,girl,"[544, 89, 94, 149]",WEARING,white top,"[538, 174, 101, 68]"
3,pen,"[405, 323, 53, 16]",next to,telephone,"[456, 266, 98, 79]"
3,cables,"[59, 211, 81, 89]",ON,floor,"[125, 376, 141, 95]"
3,picture,"[421, 105, 99, 95]",ON,dividing screen,"[243, 81, 300, 204]"
3,girl,"[544, 89, 94, 149]",WEARING,necklace,"[585, 169, 32, 15]"
3,keyboard,"[168, 273, 175, 48]",with,grey keys,"[168, 273, 175, 48]"
3,girl,"[544, 89, 94, 149]",sitting at,desk,"[532, 156, 52, 52]"
3,computer tower,"[212, 340, 88, 139]",under,desk,"[130, 235, 506, 241]"
3,telephone,"[456, 266, 98, 79]",ON,table,"[129, 233, 510, 244]"
3,office phone,"[456, 266, 98, 79]",has_attribute,multi-line phone,NULL
3,outlet,"[83, 202, 17, 24]",has_attribute,electrical,NULL
3,outlet,"[42, 207, 22, 29]",has_attribute,data line,NULL
3,keyboard,"[168, 273, 175, 48]",has_attribute,white,NULL
3,monitor,"[159, 119, 149, 155]",has_attribute,white,NULL
3,monitor,"[159, 119, 149, 155]",has_attribute,switched off,NULL
3,monitor,"[159, 119, 149, 155]",has_attribute,turned off,NULL
3,cpu,"[212, 340, 88, 139]",has_attribute,computer tower,NULL
3,desktop,"[129, 233, 510, 244]",has_attribute,curved,NULL
3,computer case,"[574, 270, 65, 134]",has_attribute,black,NULL
3,computer case,"[574, 270, 65, 134]",has_attribute,leather,NULL
3,mouse,"[346, 296, 29, 28]",has_attribute,white,NULL
3,girl,"[544, 89, 94, 149]",has_attribute,sitting,NULL
3,monitor,"[417, 63, 82, 50]",has_attribute,off,NULL
3,hair,"[585, 98, 55, 109]",has_attribute,long,NULL
3,pen,"[405, 323, 53, 16]",has_attribute,blue,NULL
3,pen,"[405, 323, 53, 16]",has_attribute,yellow,NULL
3,pen,"[405, 323, 53, 16]",has_attribute,black,NULL
3,bag,"[574, 270, 65, 134]",has_attribute,black,NULL
3,telephone,"[456, 266, 98, 79]",has_attribute,black,NULL
3,strap,"[570, 333, 69, 81]",has_attribute,black,NULL
3,picture,"[421, 105, 99, 95]",has_attribute,hanged,NULL
3,table,"[129, 233, 510, 244]",has_attribute,white,NULL
3,cabinet,"[2, 269, 139, 201]",has_attribute,grey,NULL
3,cabinet,"[2, 269, 139, 201]",has_attribute,beige,NULL
4,chair,"[387, 214, 92, 157]",has,padding,"[407, 284, 72, 27]"
4,carpet,"[2, 321, 629, 157]",ON,floor,"[1, 290, 631, 188]"
4,pillow,"[183, 222, 111, 86]",ON,couch,"[105, 210, 260, 172]"
4,teddy bear,"[211, 251, 52, 57]",against,pillow,"[183, 222, 111, 86]"
4,teddy bear,"[211, 251, 52, 57]",against,pillow,"[183, 222, 111, 86]"
4,table top,"[413, 242, 227, 51]",near,window,"[485, 4, 154, 303]"
4,couch,"[105, 210, 260, 172]",has,frame,"[103, 274, 265, 107]"
4,chair,"[387, 214, 92, 157]",next to,table,"[412, 238, 224, 200]"
4,door,"[367, 0, 120, 327]",to,patio,"[360, 160, 279, 187]"
4,teddy bear,"[211, 251, 52, 57]",has,cloths,"[227, 272, 23, 20]"
4,lamp,"[216, 62, 48, 150]",behind,couch,"[105, 210, 260, 172]"
4,pillow,"[183, 222, 111, 86]",ON,couch,"[105, 210, 260, 172]"
4,chair,"[387, 214, 92, 157]",by,table top,"[413, 242, 227, 51]"
4,teddy bear,"[211, 251, 52, 57]",ON,couch,"[105, 210, 260, 172]"
4,table top,"[413, 242, 227, 51]",ON,table,"[412, 238, 224, 200]"
4,lamp,"[216, 62, 48, 150]",ON,floor,"[1, 290, 631, 188]"
4,curtains,"[360, 1, 280, 300]",has_attribute,blue,NULL
4,curtains,"[360, 1, 280, 300]",has_attribute,drawn,NULL
4,chair,"[387, 214, 92, 157]",has_attribute,black,NULL
4,chair,"[387, 214, 92, 157]",has_attribute,slender,NULL
4,chair,"[387, 214, 92, 157]",has_attribute,purple,NULL
4,chair,"[387, 214, 92, 157]",has_attribute,blue,NULL
4,padding,"[407, 284, 72, 27]",has_attribute,blue,NULL
4,pillow,"[183, 222, 111, 86]",has_attribute,white,NULL
4,carpet,"[2, 321, 629, 157]",has_attribute,gray,NULL
4,carpet,"[2, 321, 629, 157]",has_attribute,plush,NULL
4,carpet,"[2, 321, 629, 157]",has_attribute,clean,NULL
4,carpet,"[2, 321, 629, 157]",has_attribute,purple,NULL
4,carpet,"[2, 321, 629, 157]",has_attribute,grey,NULL
4,floor,"[1, 290, 631, 188]",has_attribute,wood,NULL
4,floor,"[1, 290, 631, 188]",has_attribute,wooden,NULL
4,desk,"[0, 337, 67, 141]",has_attribute,wooden,NULL
4,couch,"[105, 210, 260, 172]",has_attribute,purple,NULL
4,couch,"[105, 210, 260, 172]",has_attribute,wooden,NULL
4,couch,"[105, 210, 260, 172]",has_attribute,cloth,NULL
4,teddy bear,"[211, 251, 52, 57]",has_attribute,stuffed,NULL
4,teddy bear,"[211, 251, 52, 57]",has_attribute,forward,NULL
4,color,"[298, 225, 41, 48]",has_attribute,purple,NULL
4,table top,"[413, 242, 227, 51]",has_attribute,glass,NULL
4,table top,"[413, 242, 227, 51]",has_attribute,empty,NULL
4,frame,"[103, 274, 265, 107]",has_attribute,wooden,NULL
4,table,"[412, 238, 224, 200]",has_attribute,glass,NULL
4,table,"[412, 238, 224, 200]",has_attribute,metal,NULL
4,door,"[367, 0, 120, 327]",has_attribute,glass,NULL
4,door,"[367, 0, 120, 327]",has_attribute,sliding,NULL
4,color,"[575, 38, 22, 38]",has_attribute,blue,NULL
4,cloths,"[227, 272, 23, 20]",has_attribute,red,NULL
4,seats,"[408, 285, 232, 64]",has_attribute,blue,NULL
4,colour,"[423, 288, 26, 17]",has_attribute,blue,NULL
4,drape,"[362, 0, 149, 282]",has_attribute,tied,NULL
4,drape,"[362, 0, 149, 282]",has_attribute,designed,NULL
4,drape,"[362, 0, 149, 282]",has_attribute,blue,NULL
4,picture,"[0, 230, 92, 129]",has_attribute,water,NULL
4,picture,"[0, 230, 92, 129]",has_attribute,poster,NULL
4,picture,"[0, 230, 92, 129]",has_attribute,black,NULL
4,picture,"[0, 230, 92, 129]",has_attribute,art,NULL
4,lamp,"[216, 62, 48, 150]",has_attribute,tall,NULL
4,lamp,"[216, 62, 48, 150]",has_attribute,chrome,NULL
4,lamp,"[216, 62, 48, 150]",has_attribute,black,NULL
4,lamp,"[216, 62, 48, 150]",has_attribute,standing,NULL
4,box,"[457, 165, 57, 25]",has_attribute,empty,NULL
5,cables,"[301, 448, 49, 88]",ON,floor,"[2, 490, 349, 108]"
5,books,"[429, 88, 370, 142]",ON,shelf,"[428, 82, 368, 152]"
5,cpu,"[347, 453, 63, 127]",ON,floor,"[2, 490, 349, 108]"
5,cables,"[301, 448, 49, 88]",ON,floor,"[2, 490, 349, 108]"
5,printer,"[297, 325, 93, 50]",near,computer monitor,"[194, 278, 101, 101]"
5,books,"[429, 88, 370, 142]",ON,shelves,"[425, 132, 372, 102]"
5,railing,"[49, 322, 88, 103]",outside,window,"[42, 41, 91, 387]"
5,chair,"[144, 358, 174, 240]",near,desk,"[120, 357, 317, 107]"
5,computer monitor,"[194, 278, 101, 101]",ON,desk,"[120, 357, 317, 107]"
5,books,"[429, 88, 370, 142]",ON,wall,"[389, 9, 404, 519]"
5,computer monitor,"[194, 278, 101, 101]",ON,desk,"[120, 357, 317, 107]"
5,fax machine,"[311, 378, 92, 35]",ON,desk,"[120, 357, 317, 107]"
5,keyboard,"[240, 401, 116, 26]",ON,desk,"[120, 357, 317, 107]"
5,cork-board,"[552, 430, 162, 138]",against,wall,"[389, 9, 404, 519]"
5,keyboard,"[240, 401, 116, 26]",ON,desk,"[120, 357, 317, 107]"
5,paper,"[625, 468, 52, 68]",ON,cork-board,"[552, 430, 162, 138]"
5,air conditioner,"[186, 20, 180, 57]",ON,wall,"[145, 3, 245, 528]"
5,shelves,"[425, 132, 372, 102]",ON,wall,"[389, 9, 404, 519]"
5,books,"[429, 88, 370, 142]",ON,shelves,"[425, 132, 372, 102]"
5,room,"[0, 2, 795, 597]",with,computer,"[347, 453, 63, 127]"
5,chairs,"[141, 351, 408, 242]",before,desk,"[120, 357, 317, 107]"
5,shelves,"[425, 132, 372, 102]",ON,wall,"[389, 9, 404, 519]"
5,railing,"[49, 322, 88, 103]",ON,balcony,"[52, 328, 81, 91]"
5,clothes,"[380, 430, 148, 167]",ON,chair,"[377, 348, 166, 251]"
5,heater,"[421, 529, 113, 69]",ON,floor,"[2, 490, 349, 108]"
5,chair,"[144, 358, 174, 240]",against,wall,"[389, 9, 404, 519]"
5,air conditioner,"[186, 20, 180, 57]",ON,wall,"[145, 3, 245, 528]"
5,chair,"[377, 348, 166, 251]",against,wall,"[389, 9, 404, 519]"
5,floor,"[2, 490, 349, 108]",has_attribute,wooden,NULL
5,floor,"[2, 490, 349, 108]",has_attribute,woods,NULL
5,floor,"[2, 490, 349, 108]",has_attribute,wood,NULL
5,floor,"[2, 490, 349, 108]",has_attribute,brown,NULL
5,cables,"[301, 448, 49, 88]",has_attribute,white,NULL
5,chairs,"[141, 351, 408, 242]",has_attribute,wooden,NULL
5,chairs,"[141, 351, 408, 242]",has_attribute,empty,NULL
5,wall,"[389, 9, 404, 519]",has_attribute,white,NULL
5,wall,"[389, 9, 404, 519]",has_attribute,cream colour,NULL
5,wall,"[389, 9, 404, 519]",has_attribute,cream,NULL
5,light,"[72, 3, 119, 39]",has_attribute,on,NULL
5,books,"[429, 88, 370, 142]",has_attribute,arranged,NULL
5,area,"[147, 212, 567, 370]",has_attribute,cluttered,NULL
5,chair,"[144, 358, 174, 240]",has_attribute,brown,NULL
5,chair,"[144, 358, 174, 240]",has_attribute,wood,NULL
5,color,"[170, 453, 19, 40]",has_attribute,brown,NULL
5,computer monitor,"[194, 278, 101, 101]",has_attribute,off,NULL
5,computer monitor,"[194, 278, 101, 101]",has_attribute,grey,NULL
5,door,"[3, 8, 40, 529]",has_attribute,locked,NULL
5,door,"[3, 8, 40, 529]",has_attribute,white,NULL
5,windows,"[37, 253, 43, 77]",has_attribute,locked,NULL
5,windows,"[35, 148, 38, 73]",has_attribute,locked,NULL
5,colour,"[607, 259, 190, 185]",has_attribute,cream,NULL
5,air conditioner,"[186, 20, 180, 57]",has_attribute,mini-split,NULL
5,air conditioner,"[186, 20, 180, 57]",has_attribute,white,NULL
5,shelves,"[425, 132, 372, 102]",has_attribute,brown,NULL
5,cork-board,"[552, 430, 162, 138]",has_attribute,leaning,NULL
5,desk,"[120, 357, 317, 107]",has_attribute,brown,NULL
5,chair,"[377, 348, 166, 251]",has_attribute,wood,NULL
5,window,"[44, 148, 87, 90]",has_attribute,square,NULL
5,wall,"[145, 3, 245, 528]",has_attribute,white,NULL
6,apple,"[253, 75, 60, 47]",ON,counter,"[245, 14, 68, 114]"
6,drinking bottle,"[487, 75, 104, 90]",has,lid,"[685, 331, 113, 265]"
6,apple,"[253, 75, 60, 47]",IN,counter,"[245, 14, 68, 114]"
6,counter,"[245, 14, 68, 114]",has,apple,"[253, 75, 60, 47]"
6,drinking bottle,"[487, 75, 104, 90]",ON,granite,"[476, 77, 122, 307]"
6,granite,"[476, 77, 122, 307]",has,drinking bottle,"[487, 75, 104, 90]"
6,lid,"[685, 331, 113, 265]",has,handle,"[747, 485, 29, 26]"
6,fork,"[111, 137, 56, 73]",ON,plate,"[38, 102, 238, 117]"
6,counter,"[245, 14, 68, 114]",has,liquid,"[255, 76, 57, 51]"
6,liquid,"[255, 76, 57, 51]",IN,counter,"[245, 14, 68, 114]"
6,bar stool,"[0, 2, 300, 521]",next to,counter,"[2, 11, 797, 520]"
6,bar stool,"[0, 2, 300, 521]",against,counter,"[2, 11, 797, 520]"
6,counter,"[245, 14, 68, 114]",has,apple,"[253, 75, 60, 47]"
6,counter,"[245, 14, 68, 114]",has,apple,"[253, 75, 60, 47]"
6,apple,"[253, 75, 60, 47]",IN,counter,"[245, 14, 68, 114]"
6,bag,"[629, 101, 144, 158]",ON,counter,"[2, 11, 797, 520]"
6,bowl,"[394, 2, 212, 126]",ON,counter,"[2, 11, 797, 520]"
6,container,"[599, 73, 187, 116]",ON,counter,"[2, 11, 797, 520]"
6,pan,"[676, 22, 122, 76]",ON,counter,"[2, 11, 797, 520]"
6,food,"[353, 102, 117, 78]",IN,bag,"[349, 48, 133, 134]"
6,bag,"[349, 48, 133, 134]",ON,counter,"[2, 11, 797, 520]"
6,food,"[353, 102, 117, 78]",IN,bag,"[349, 48, 133, 134]"
6,glass,"[275, 0, 54, 78]",ON,counter,"[2, 11, 797, 520]"
6,counter,"[245, 14, 68, 114]",ON,counter,"[2, 11, 797, 520]"
6,glass,"[192, 0, 59, 98]",ON,counter,"[2, 11, 797, 520]"
6,apple,"[339, 233, 126, 119]",ON,counter,"[2, 11, 797, 520]"
6,counter,"[245, 14, 68, 114]",OF,apple,"[253, 75, 60, 47]"
6,food,"[353, 102, 117, 78]",IN,bag,"[349, 48, 133, 134]"
6,bag,"[629, 101, 144, 158]",rests on,container,"[599, 73, 187, 116]"
6,apple,"[339, 233, 126, 119]",ON,counter,"[2, 11, 797, 520]"
6,fork,"[111, 137, 56, 73]",ON,plate,"[38, 102, 238, 117]"
6,container,"[599, 73, 187, 116]",with,cover,"[600, 56, 147, 46]"
6,glass,"[275, 0, 54, 78]",ON,counter,"[2, 11, 797, 520]"
6,glass,"[192, 0, 59, 98]",ON,counter,"[2, 11, 797, 520]"
6,fork,"[111, 137, 56, 73]",ON,plate,"[38, 102, 238, 117]"
6,counter,"[245, 14, 68, 114]",contains,apple,"[253, 75, 60, 47]"
6,apple,"[253, 75, 60, 47]",IN,counter,"[245, 14, 68, 114]"
6,apple,"[339, 233, 126, 119]",ON,counter,"[2, 11, 797, 520]"
6,fork,"[111, 137, 56, 73]",ON,plate,"[38, 102, 238, 117]"
6,bag,"[629, 101, 144, 158]",next to,container,"[599, 73, 187, 116]"
6,leg,"[7, 268, 55, 130]",under,counter,"[2, 11, 797, 520]"
6,chair,"[0, 2, 300, 521]",has,leg,"[138, 311, 83, 203]"
6,chair,"[0, 2, 300, 521]",has,leg,"[7, 268, 55, 130]"
6,crumb,"[209, 154, 8, 11]",ON,plate,"[38, 102, 238, 117]"
6,crumb,"[85, 175, 20, 14]",ON,plate,"[38, 102, 238, 117]"
6,bottle,"[476, 77, 122, 307]",has,logo,"[484, 256, 108, 112]"
6,counter,"[245, 14, 68, 114]",OF,apple,"[253, 75, 60, 47]"
6,bag,"[349, 48, 133, 134]",OF,food,"[353, 102, 117, 78]"
6,apple,"[253, 75, 60, 47]",has_attribute,red,NULL
6,apple,"[253, 75, 60, 47]",has_attribute,shiny,NULL
6,apple,"[253, 75, 60, 47]",has_attribute,liquid,NULL
6,counter,"[245, 14, 68, 114]",has_attribute,granite,NULL
6,counter,"[245, 14, 68, 114]",has_attribute,black,NULL
6,counter,"[245, 14, 68, 114]",has_attribute,used,NULL
