id,expression,image_id,sent_id,object_name,category_id,attributes,sonnet_success,sonnet_output,sonnet_valid,sonnet_tokens,sonnet_time,sonnet_error,haiku_success,haiku_output,haiku_valid,haiku_tokens,haiku_time,haiku_error,both_successful,both_valid,outputs_identical,sonnet_faster
2334526_5848,The tennis shoe that is on the floor,2334526,5848,shoe,592,"['white', 'tennis']",True,"target(X), type(X, shoe), expression(hasAttribute, X, tennis), expression(on, X, floor)",True,130,4.2177698612213135,,True,"target(X), type(X, shoe), type(shoe, tennis), expression(on, X, floor)",True,126,1.2349419593811035,,True,True,False,False
2403230_3389,The blond woman that is holding the clear glass,2403230,3389,woman,162,"['young', 'posing', 'blond', 'smiling', 'happy']",True,"target(X), type(X, person), expression(hasAttribute, X, blond), expression(holding, X, glass), expression(hasAttribute, glass, clear)",True,144,4.420734167098999,,True,"target(X), type(X, woman), expression(hasAttribute, X, blond), expression(holding, X, Y), type(Y, glass), expression(hasAttribute, Y, clear)",True,146,1.3432350158691406,,True,True,False,False
2414061_4271,The sitting cat that is in front of the brown fence,2414061,4271,cat,173,"['black', 'sitting']",True,"target(X), type(X, cat), expression(hasAttribute, X, sitting), expression(inFrontOf, X, fence), expression(hasAttribute, fence, brown)",True,145,1.310626745223999,,True,"target(X), type(X, cat), expression(sitting, X, null), expression(in_front_of, X, fence), type(fence, fence), expression(hasAttribute, fence, brown)",True,149,1.2898969650268555,,True,True,False,False
2346651_7759,The blue jean that is to the right of the hand,2346651,7759,jeans,618,['blue'],True,"target(X), type(X, jean), expression(hasAttribute, X, blue), expression(rightOf, X, hand)",True,133,1.2395820617675781,,True,"target(X), type(X, jean), color(X, blue), expression(toTheRightOf, X, hand)",True,129,1.1291449069976807,,True,True,False,False
2403093_8123,The open door that is of the indoors oven,2403093,8123,door,462,['open'],True,"target(X), type(X, door), expression(hasAttribute, X, open), expression(partOf, X, oven), expression(hasAttribute, oven, indoors)",True,142,1.2458600997924805,,True,"target(X), type(X, door), expression(of, X, oven), expression(indoors, oven, true)",True,130,1.02677321434021,,True,True,False,False
2317536_9150,cabinet on the left that is wood and to the right of refrigerator,2317536,9150,cabinet,918,"['brown', 'wood']",True,"target(X), type(X, cabinet), expression(hasAttribute, X, wood), expression(rightOf, X, refrigerator)",True,141,1.537593126296997,,True,"target(X), type(X, cabinet), expression(on, X, left), expression(material, X, wood), expression(rightOf, X, refrigerator)",True,146,1.166208028793335,,True,True,False,False
2369841_3865,The framed picture that is on the yellow wall,2369841,3865,picture,933,"['black', 'framed']",True,"target(X), type(X, picture), expression(hasAttribute, X, framed), expression(on, X, wall), expression(hasAttribute, wall, yellow)",True,143,2.0672459602355957,,True,"target(X), type(X, picture), expression(on, X, wall), expression(hasAttribute, X, framed), expression(hasAttribute, wall, yellow)",True,143,1.1346378326416016,,True,True,False,False
2412511_3785,The standing bird that is by the dirty water,2412511,3785,bird,267,['standing'],True,"target(X), type(X, bird), expression(hasAttribute, X, standing), expression(near, X, water), expression(hasAttribute, water, dirty)",True,143,1.4401578903198242,,True,"target(X), type(X, bird), expression(standing, X, null), expression(by, X, water), expression(dirty, water, null)",True,139,1.1403708457946777,,True,True,False,False
713397_16513,The white desk that is above the trash can and behind the black chair,713397,16513,desk,768,['white'],True,"target(X), type(X, desk), expression(hasAttribute, X, white), expression(above, X, trashCan), expression(behind, X, chair), expression(hasAttribute, chair, black)",True,157,1.3565518856048584,,True,"target(X), type(X, desk), expression(white, X, null), expression(above, X, trashCan), expression(behind, X, chair), type(chair, black)",True,150,1.1842491626739502,,True,True,False,False
2385677_15768,The wood table that is below the white sink and below the mirror,2385677,15768,table,741,"['brown', 'wood']",True,"target(X), type(X, table), expression(hasAttribute, X, wood), expression(under, X, sink), expression(hasAttribute, sink, white), expression(under, X, mirror)",True,155,1.9110221862792969,,True,"target(X), type(X, table), type(X, wood), expression(below, X, sink), expression(below, X, mirror), type(sink, white)",True,145,1.1349539756774902,,True,True,False,False
2384329_6063,The wood chair that is in front of the floor,2384329,6063,chair,783,"['brown', 'wood']",True,"target(X), type(X, chair), expression(hasAttribute, X, wood), expression(inFrontOf, X, floor)",True,134,2.7818479537963867,,True,"target(X), type(X, chair), type(X, wood), expression(in_front_of, X, floor)",True,129,0.9303159713745117,,True,True,False,False
2378201_2245,The red label that is to the left of the food that is on top of the round table,2378201,2245,label,572,['red'],True,"target(X), type(X, label), expression(hasAttribute, X, red), expression(leftOf, X, food), expression(on, food, table), expression(hasAttribute, table, round)",True,158,2.468308210372925,,True,"target(X), type(X, label), type(Y, food), type(Z, table), expression(hasAttribute, X, red), expression(left, X, Y), expression(on, Y, Z), expression(hasAttribute, Z, round)",True,162,1.4469490051269531,,True,True,False,False
2383122_7657,The green tree that is to the left of the pink pant,2383122,7657,trees,529,"['tall', 'green']",True,"target(X), type(X, tree), expression(hasAttribute, X, green), expression(leftOf, X, pant), expression(hasAttribute, pant, pink)",True,143,1.560575008392334,,True,"target(X), type(X, tree), type(X, green), expression(left_of, X, pant), type(pant, pink)",True,134,1.1322481632232666,,True,True,False,False
2380448_6645,The metal knife that is on the brown table,2380448,6645,knife,819,"['metal', 'black', 'sharp']",True,"target(X), type(X, knife), expression(hasAttribute, X, metal), expression(on, X, table), expression(hasAttribute, table, brown)",True,141,1.963710069656372,,True,"target(X), type(X, knife), type(X, metal), expression(on, X, table), expression(hasAttribute, table, brown)",True,136,1.2337989807128906,,True,True,False,False
2403683_8904,the first man from the right that is walking and to the right of suit,2403683,8904,man,230,['walking'],True,"target(X), type(X, person), expression(hasAttribute, X, walking), expression(rightOf, X, suit)",True,140,2.675091028213501,,True,"target(X), type(X, man), expression(from, X, right), expression(walking, X, true), expression(to_the_right_of, X, suit)",True,146,1.7547059059143066,,True,True,False,False
2409686_7443,The ripe banana that is in the basket,2409686,7443,bananas,734,"['lying', 'ripe', 'yellow']",True,"target(X), type(X, banana), expression(hasAttribute, X, ripe), expression(in, X, basket)",True,131,1.3749628067016602,,True,"target(X), type(X, banana), expression(ripe, X, banana), expression(in, X, basket)",True,129,1.0085299015045166,,True,True,False,False
2400554_3076,The walking man that is standing on the sandy beach,2400554,3076,man,230,"['standing', 'walking', 'surfing', 'barefoot']",True,"target(X), type(X, person), expression(hasAttribute, X, walking), expression(on, X, beach), expression(hasAttribute, beach, sandy)",True,144,1.348405122756958,,True,"target(X), type(X, man), expression(walking, X, null), expression(standing, X, null), expression(on, X, beach), expression(sandy, beach, null)",True,147,1.1334400177001953,,True,True,False,False
2346644_5806,The black cell phone that is to the left of the hand that is to the right of the picture,2346644,5806,cell phone,229,['black'],True,"target(X), type(X, phone), expression(hasAttribute, X, black), expression(leftOf, X, hand), expression(rightOf, hand, picture)",True,153,1.2544519901275635,,True,"target(X), type(X, cell_phone), expression(hasAttribute, X, black), expression(toLeftOf, X, hand), expression(toRightOf, hand, picture)",True,155,1.2346761226654053,,True,True,False,False
2409049_8559,the first boy from the right that is little and to the right of green t-shirt,2409049,8559,boy,880,['little'],True,"target(X), type(X, person), expression(hasAttribute, X, little), expression(rightOf, X, shirt), expression(hasAttribute, shirt, green)",True,152,0.9752750396728516,,True,"target(X), type(X, boy), type(X, little), expression(from, X, right), expression(rightOf, X, greenTShirt)",True,145,1.1294090747833252,,True,True,False,True
2383754_9893,motorcycle on the left that is black and to the left of wheel,2383754,9893,motorcycle,789,['black'],True,"target(X), type(X, motorcycle), expression(hasAttribute, X, black), expression(leftOf, X, wheel)",True,139,2.2423040866851807,,True,"target(X), type(X, motorcycle), expression(on, X, left), expression(hasAttribute, X, black), expression(leftOf, X, wheel)",True,145,1.115772008895874,,True,True,False,False
2327696_6617,The white spoon that is on the round plate that is on the wood table,2327696,6617,spoon,573,['white'],True,"target(X), type(X, spoon), expression(hasAttribute, X, white), expression(on, X, plate), expression(hasAttribute, plate, round), expression(on, plate, table), expression(hasAttribute, table, wood)",True,166,1.214057207107544,,True,"target(X), type(X, spoon), type(plate, plate), type(table, table), expression(white, X), expression(on, X, plate), expression(on, plate, table), expression(round, plate)",True,159,1.251051902770996,,True,True,False,True
2401384_14820,The smiling man that is wearing the brown glass and holding the orange phone,2401384,14820,man,230,"['smiling', 'happy']",True,"target(X), type(X, person), expression(hasAttribute, X, smiling), expression(wearing, X, glass), expression(hasAttribute, glass, brown), expression(holding, X, phone), expression(hasAttribute, phone, orange)",True,170,1.8191940784454346,,True,"target(X), type(X, man), expression(hasAttribute, X, smiling), expression(wearing, X, glass), expression(hasAttribute, glass, brown), expression(holding, X, phone), expression(hasAttribute, phone, orange)",True,170,1.2687301635742188,,True,True,False,False
2396708_3672,The white plate that is on the wood table,2396708,3672,plate,937,['white'],True,"target(X), type(X, plate), expression(hasAttribute, X, white), expression(on, X, table), expression(hasAttribute, table, wood)",True,141,1.8165969848632812,,True,"target(X), type(X, plate), expression(on, X, table), expression(hasAttribute, X, white), type(table, wood)",True,136,1.1113131046295166,,True,True,False,False
2367468_4650,The black jacket that is to the right of the full shelf,2367468,4650,jacket,955,['black'],True,"target(X), type(X, jacket), expression(hasAttribute, X, black), expression(rightOf, X, shelf), expression(hasAttribute, shelf, full)",True,146,1.074059009552002,,True,"target(X), type(X, jacket), type(shelf, shelf), expression(color, X, black), expression(right_of, X, shelf), expression(state, shelf, full)",True,147,1.3454442024230957,,True,True,False,True
2390210_7863,The wood bench that is on the bridge,2390210,7863,bench,834,['wood'],True,"target(X), type(X, bench), expression(hasAttribute, X, wood), expression(on, X, bridge)",True,130,1.2485980987548828,,True,"target(X), type(X, bench), expression(on, X, bridge)",True,122,0.8229367733001709,,True,True,False,False
2343710_8623,building on the left that is white and to the left of poster,2343710,8623,building,948,['white'],True,"target(X), type(X, building), expression(hasAttribute, X, white), expression(leftOf, X, poster)",True,138,1.0415809154510498,,True,"target(X), type(X, building), expression(on, X, left), expression(hasAttribute, X, white), expression(toLeftOf, X, poster)",True,145,1.1400249004364014,,True,True,False,True
2398442_3994,The painted train that is near the weed,2398442,3994,train,729,"['blue', 'painted']",True,"target(X), type(X, train), expression(hasAttribute, X, painted), expression(near, X, weed)",True,131,1.106745719909668,,True,"target(X), type(X, train), expression(painted, X, train), expression(near, X, weed)",True,129,0.9286987781524658,,True,True,False,False
2370370_7521,The glass window that is to the left of the gray shirt,2370370,7521,window,480,['glass'],True,"target(X), type(X, window), expression(leftOf, X, shirt), expression(hasAttribute, shirt, gray)",True,136,1.6392252445220947,,True,"target(X), type(X, window), type(Y, shirt), expression(left_of, X, Y), expression(hasAttribute, X, glass), expression(hasAttribute, Y, gray)",True,148,1.4048011302947998,,True,True,False,False
2381255_12244,the first counter from the right that is granite and to the right of wood cabinet,2381255,12244,counter,238,['granite'],True,"target(X), type(X, counter), expression(hasAttribute, X, granite), expression(rightOf, X, cabinet), expression(hasAttribute, cabinet, wood)",True,154,1.8638861179351807,,True,"target(X), type(X, counter), type(wood, cabinet), expression(right_of, X, wood_cabinet), expression(hasAttribute, X, granite)",True,151,1.4409489631652832,,True,True,False,False
