epoch,batch,loss,diff,proof_steps,nb_proofs,query,target
0,20,4.284482102434595e-08,4.284482042736366e-08,32.0,4.0,"0.0::;(;(target(X);type(X;~cup));expression(~along;X;~desk)).","('cable'; 'bbox6')"
0,21,3.043059825897217,0.9523112532397833,30.0,4.0,"1.0::;(;(target(X);type(X;~bowl));expression(~along;X;~table)).","('bowl'; 'bbox4')"
0,22,1.740377956593875e-05,1.7403629403108245e-05,30.0,4.0,"0.0::;(;(target(X);type(X;~bowl));expression(~along;X;~table)).","('bag'; 'bbox9')"
0,23,8.762412071228027,0.9998434933522465,356.0,4.0,"1.0::;(;(;(;(;(target(X);type(X;~plant));expression(~along;X;~desk));expression(~under;~box;~desk));expression(~along;~computer;~desk));expression(~past;~chair;~desk)).","('plant'; 'bbox8')"
0,24,25.901460647583008,0.9999999999943618,236.0,4.0,"1.0::;(;(;(;(;(target(X);type(X;~cup));expression(~along;X;~desk));expression(~hasAttribute;~desk;~table));expression(~on;~pen;~desk));expression(~hasAttribute;~desk;~white)).","('cup'; 'bbox4')"
0,25,16.867591857910156,0.9999999527395412,110.0,4.0,"1.0::;(;(;(;(target(X);type(X;~desk));expression(~along;~telephone;X));expression(~on;~written;X));expression(~hasAttribute;X;~white)).","('desk'; 'bbox2')"
0,26,6.075658321380615,0.9977018672219181,32.0,4.0,"1.0::;(;(target(X);type(X;~baby));expression(~on;X;~video)).","('baby'; 'bbox3')"
0,27,19.8664608001709,0.9999999976443774,499.0,4.0,"1.0::;(;(;(;(target(X);type(X;~lamp));expression(~along;X;~desk));expression(~hasAttribute;X;~green));expression(~contains;X;~shaded)).","('lamp'; 'bbox1')"
0,28,3.8881211280822754,0.9795162036652634,66.0,4.0,"1.0::;(;(;(;(target(X);type(X;~computer));expression(~in;X;~video));expression(~along;~picture;~desk));expression(~on;~book;~desk)).","('computer'; 'bbox5')"
0,29,17.086660385131836,0.9999999620372486,29.0,4.0,"1.0::;(;(;(target(X);type(X;~room));expression(~in;~computer;X));expression(~hasAttribute;X;~indoors)).","('room'; 'bbox2')"
0,30,14.71810245513916,0.9999995944827625,14.0,2.0,"1.0::;(;(target(X);type(X;~box));expression(~hasAttribute;X;~brown)).","('box'; 'bbox6')"
0,31,0.0,0.0,14.0,2.0,"1.0::;(;(target(X);type(X;~desk));expression(~onTopOf;~pad;X)).","('desk'; 'bbox4')"
0,32,7.682231903076172,0.9995390550346327,75.0,4.0,"1.0::;(;(;(;(target(X);type(X;~people));expression(~along;X;~pavement));expression(~on;~sign;~sidewalk));expression(~on;~man;~pavement)).","('people'; 'bbox3')"
0,33,0.0,0.0,24.0,4.0,"1.0::;(;(target(X);type(X;~jeans));expression(~has;~man;X)).","('jeans'; 'bbox2')"
0,34,0.0,0.0,11.0,1.0,"1.0::;(;(target(X);type(X;~chair));expression(~in;X;~picture)).","('chair'; 'bbox1')"
0,35,3.3559053917997517e-06,3.3558995960169857e-06,11.0,1.0,"0.0::;(;(target(X);type(X;~chair));expression(~in;X;~picture)).","('tile'; 'bbox5')"
0,36,13.737577438354492,0.9999989189496448,11.0,1.0,"1.0::;(;(target(X);type(X;~poster));expression(~hasAttribute;X;~hung)).","('poster'; 'bbox6')"
0,37,8.738672256469727,0.9998397334604341,119.0,4.0,"1.0::;(;(;(;(target(X);type(X;~table));expression(~nextTo;~can;X));expression(~on;~can;X));expression(~hasAttribute;~can;~open)).","('table'; 'bbox4')"
0,38,12.084639549255371,0.9999943544308926,20.0,4.0,"1.0::;(;(target(X);type(X;~keyboard));expression(~hasAttribute;X;~computer)).","('keyboard'; 'bbox7')"
0,39,12.524696350097656,0.9999963642543964,20.0,4.0,"1.0::;(;(target(X);type(X;~hair));expression(~hasAttribute;X;~shorter)).","('hair'; 'bbox2')"
0,40,3.2246804039459676e-05,3.224628314032807e-05,20.0,4.0,"0.0::;(;(target(X);type(X;~hair));expression(~hasAttribute;X;~shorter)).","('bag'; 'bbox5')"
0,41,2.2102439403533936,0.8903261086357478,14.0,2.0,"1.0::;(;(target(X);type(X;~keyboard));expression(~hasAttribute;X;~cable)).","('keyboard'; 'bbox1')"
0,42,0.0,0.0,26.0,4.0,"1.0::;(;(target(X);type(X;~bookshelf));expression(~onTopOf;~book;X)).","('bookshelf'; 'bbox4')"
0,43,5.396240711212158,0.9954664079705301,163.0,4.0,"1.0::;(;(;(;(target(X);type(X;~table));expression(~onTopOf;~can;X));expression(~onTopOf;~can;~desk));expression(~onTopOf;~phone;~desk)).","('table'; 'bbox8')"
0,44,6.407301425933838,0.9983505302822957,65.0,4.0,"1.0::;(;(;(;(target(X);type(X;~shirt));expression(~hasOn;~woman;X));expression(~has;~woman;~hair));expression(~hasOn;~woman;~watch)).","('shirt'; 'bbox12')"
0,45,20.0,0.9999999979388464,5.0,0.0,"1.0::;(;(target(X);type(X;~building));expression(~hasAttribute;X;~taller)).","('building'; None)"
0,46,20.0,0.9999999979388464,6.0,0.0,"1.0::;(;(;(target(X);type(X;~girl));expression(~nextTo;X;~car));expression(~beside;X;~car)).","('girl'; None)"
0,47,19.992717742919922,0.9999999979237817,91.0,4.0,"1.0::;(;(;(;(;(target(X);type(X;~car));expression(~beside;~girl;X));expression(~besideOf;~girl;X));expression(~beside;~girl;X));expression(~hasAttribute;~girl;~brunette)).","('car'; 'bbox2')"
0,48,2.06115369216775e-09,2.061153622438558e-09,8.0,0.0,"0.0::;(;(;(;(;(target(X);type(X;~car));expression(~beside;~girl;X));expression(~besideOf;~girl;X));expression(~beside;~girl;X));expression(~hasAttribute;~girl;~brunette)).","('girl'; None)"
0,49,14.756135940551758,0.9999996096163801,11.0,1.0,"1.0::;(;(target(X);type(X;~man));expression(~hasAttribute;X;~sitting)).","('man'; 'bbox3')"
0,50,9.542890548706055,0.9999282907313405,11.0,1.0,"1.0::;(;(target(X);type(X;~bicycle));expression(~hasProperty;X;~park)).","('bicycle'; 'bbox1')"
0,51,5.980658531188965,0.9974728384705464,26.0,4.0,"1.0::;(;(target(X);type(X;~sidewalk));expression(~alongsideOf;~car;X)).","('sidewalk'; 'bbox9')"
0,52,2.06115369216775e-09,2.061153622438558e-09,5.0,0.0,"0.0::;(;(target(X);type(X;~sidewalk));expression(~alongsideOf;~car;X)).","('car'; None)"
0,53,20.0,0.9999999979388464,6.0,0.0,"1.0::;(;(;(target(X);type(X;~building));expression(~on;~sign;X));expression(~hasAttribute;X;~taller)).","('building'; None)"
0,54,1.6038663375184115e-07,1.6038662661587756e-07,55.0,4.0,"0.0::;(;(;(target(X);type(X;~building));expression(~on;~sign;X));expression(~hasAttribute;X;~taller)).","('man'; 'bbox1')"
0,55,20.0,0.9999999979388464,5.0,0.0,"1.0::;(;(target(X);type(X;~chair));expression(~has;X;~wood)).","('chair'; None)"
0,56,11.315896987915039,0.9999878222128104,17.0,3.0,"1.0::;(;(target(X);type(X;~carpet));expression(~hasAttribute;X;~brown)).","('carpet'; 'bbox6')"
0,57,5.694492816925049,0.9966355568649161,17.0,3.0,"1.0::;(;(target(X);type(X;~door));expression(~in;X;~painting)).","('door'; 'bbox3')"
0,58,0.0,0.0,22.0,4.0,"1.0::;(;(target(X);type(X;~vase));expression(~on;X;~table)).","('vase'; 'bbox5')"
0,59,2.2910053730010986,0.8988352975511308,22.0,4.0,"1.0::;(;(target(X);type(X;~book));expression(~along;X;~table)).","('book'; 'bbox6')"
0,60,2.0135271549224854,0.866483091659051,22.0,4.0,"1.0::;(;(target(X);type(X;~picture));expression(~hasAttribute;X;~frame)).","('picture'; 'bbox1')"
0,61,0.0,0.0,31.0,4.0,"1.0::;(;(;(target(X);type(X;~woman));expression(~facing;X;~ocean));expression(~facing;X;~ocean)).","('woman'; 'bbox1')"
0,62,6.732448577880859,0.9988083883708277,32.0,4.0,"1.0::;(;(;(target(X);type(X;~ocean));expression(~facing;~woman;X));expression(~wearing;~woman;~skirt)).","('ocean'; 'bbox2')"
0,63,6.979654788970947,0.9990693755904302,40.0,4.0,"1.0::;(;(;(target(X);type(X;~sign));expression(~onTopOf;X;~stand));expression(~along;~television;~stand)).","('sign'; 'bbox1')"
0,64,20.0,0.9999999979388464,8.0,0.0,"1.0::;(;(target(X);type(X;~picture));expression(~has;X;~indoors)).","('picture'; 'bbox3')"
0,65,20.0,0.9999999979388464,8.0,0.0,"1.0::;(;(target(X);type(X;~switch));expression(~hasAttribute;X;~snowy)).","('switch'; 'bbox1')"
0,66,1.0150973796844482,0.6376328590835304,17.0,3.0,"1.0::;(;(target(X);type(X;~shelf));expression(~hasAttribute;X;~plate)).","('shelf'; 'bbox3')"
0,67,0.0022780655417591333,0.0022754726853858424,17.0,3.0,"0.0::;(;(target(X);type(X;~shelf));expression(~hasAttribute;X;~plate)).","('switch'; 'bbox1')"
0,68,20.0,0.9999999979388464,5.0,0.0,"1.0::;(;(target(X);type(X;~table));expression(~hasAttribute;X;~forest)).","('table'; None)"
0,69,3.6971285343170166,0.9752053787475751,24.0,4.0,"1.0::;(;(target(X);type(X;~wheel));expression(~contains;~table;X)).","('wheel'; 'bbox2')"
0,70,10.397799491882324,0.999969500476331,24.0,4.0,"1.0::;(;(target(X);type(X;~painting));expression(~hasAttribute;X;~white)).","('painting'; 'bbox10')"
0,71,9.309064865112305,0.9999094007719266,244.0,4.0,"1.0::;(;(;(;(target(X);type(X;~desk));expression(~on;~telephone;X));expression(~has;~telephone;~telephone));expression(~on;~phone;~table)).","('desk'; 'bbox7')"
0,72,3.1644396781921387,0.95776219805361,22.0,4.0,"1.0::;(;(target(X);type(X;~computer));expression(~hasAttribute;X;~white)).","('computer'; 'bbox4')"
0,73,20.0,0.9999999979388464,5.0,0.0,"1.0::;(;(target(X);type(X;~lamp));expression(~on;X;~desk)).","('lamp'; None)"
0,74,15.538928031921387,0.9999998215447615,270.0,4.0,"1.0::;(;(;(;(;(target(X);type(X;~stand));expression(~along;~lamp;X));expression(~hasProperty;~lamp;~snowy));expression(~on;~lamp;~desk));expression(~hasAttribute;~lamp;~hit)).","('stand'; 'bbox2')"
0,75,5.76702880859375,0.9968709593048949,16.0,1.0,"1.0::;(;(;(target(X);type(X;~table));expression(~on;~bowl;X));expression(~hasAttribute;~bowl;~white)).","('table'; 'bbox2')"
0,76,9.672307014465332,0.9999369956643731,22.0,4.0,"1.0::;(;(target(X);type(X;~door));expression(~hasAttribute;X;~open)).","('door'; 'bbox12')"
0,77,5.266709804534912,0.9948394380714436,79.0,4.0,"1.0::;(;(;(;(target(X);type(X;~box));expression(~on;X;~table));expression(~on;~home;~table));expression(~on;~fruit;~table)).","('box'; 'bbox5')"
0,78,11.377023696899414,0.9999885443064342,20.0,4.0,"1.0::;(;(target(X);type(X;~pot));expression(~has;X;~browned)).","('pot'; 'bbox4')"
0,79,4.156053634574164e-08,4.1560537784909836e-08,20.0,4.0,"0.0::;(;(target(X);type(X;~pot));expression(~has;X;~browned)).","('basket'; 'bbox6')"
0,80,20.0,0.9999999979388464,5.0,0.0,"1.0::;(;(target(X);type(X;~chair));expression(~hasProperty;X;~empty)).","('chair'; None)"
0,81,1.1175400018692017,0.672916569626121,43.0,4.0,"1.0::;(;(;(target(X);type(X;~vase));expression(~on;X;~table));expression(~along;X;~table)).","('vase'; 'bbox6')"
0,82,0.0,0.0,26.0,4.0,"1.0::;(;(target(X);type(X;~person));expression(~on;X;~picture)).","('person'; 'bbox5')"
0,83,13.40002727508545,0.999998484897213,11.0,1.0,"1.0::;(;(target(X);type(X;~box));expression(~hasAttribute;X;~shut)).","('box'; 'bbox4')"
0,84,0.0,0.0,11.0,1.0,"1.0::;(;(target(X);type(X;~stand));expression(~on;~bowl;X)).","('stand'; 'bbox2')"
0,85,6.9195122718811035,0.9990116881495191,11.0,1.0,"1.0::;(;(target(X);type(X;~bowl));expression(~hasAttribute;X;~empty)).","('bowl'; 'bbox1')"
0,86,1.5176951251305582e-07,1.5176949629619145e-07,11.0,1.0,"0.0::;(;(target(X);type(X;~bowl));expression(~hasAttribute;X;~empty)).","('stand'; 'bbox2')"
0,87,10.266928672790527,0.999965236016805,24.0,4.0,"1.0::;(;(target(X);type(X;~couch));expression(~hasAttribute;X;~tall)).","('couch'; 'bbox9')"
0,88,0.0,0.0,24.0,4.0,"1.0::;(;(target(X);type(X;~lamp));expression(~onTopOf;X;~table)).","('lamp'; 'bbox4')"
0,89,20.0,0.9999999979388464,5.0,0.0,"1.0::;(;(target(X);type(X;~plate));expression(~on;X;~counter)).","('plate'; None)"
0,90,6.214699745178223,0.9980001832851132,133.0,4.0,"1.0::;(;(;(;(target(X);type(X;~table));expression(~on;~home;X));expression(~on;~home;~counter));expression(~on;~television;~counter)).","('table'; 'bbox2')"
0,91,0.0,0.0,28.0,4.0,"1.0::;(;(target(X);type(X;~stand));expression(~has;~board;X)).","('stand'; 'bbox3')"
0,92,20.0,0.9999999979388464,5.0,0.0,"1.0::;(;(target(X);type(X;~table));expression(~along;~book;X)).","('table'; None)"
0,93,2.06115369216775e-09,2.061153622438558e-09,5.0,0.0,"0.0::;(;(target(X);type(X;~table));expression(~along;~book;X)).","('chair'; None)"
1,0,14.028826713562012,0.9999991920993255,173.0,4.0,"1.0::;(;(;(;(target(X);type(X;~building));expression(~on;~sign;X));expression(~hasProperty;X;~tall));expression(~has;X;~brick)).","('building'; 'bbox2')"
1,1,0.8277697563171387,0.562977132253867,55.0,4.0,"1.0::;(;(;(target(X);type(X;~man));expression(~wearing;X;~shirt));expression(~hasAttribute;X;~shirt)).","('man'; 'bbox3')"
1,2,0.0,0.0,42.0,4.0,"1.0::;(;(;(target(X);type(X;~road));expression(~parkedOn;~car;X));expression(~parkedOn;~car;X)).","('road'; 'bbox4')"
1,3,2.06115369216775e-09,2.061153622438558e-09,6.0,0.0,"0.0::;(;(;(target(X);type(X;~road));expression(~parkedOn;~car;X));expression(~parkedOn;~car;X)).","('building'; None)"
1,4,0.0,0.0,26.0,4.0,"1.0::;(;(target(X);type(X;~chain));expression(~wears;~girl;X)).","('chain'; 'bbox3')"
1,5,5.838649272918701,0.9970872256669435,17.0,3.0,"1.0::;(;(target(X);type(X;~lamp));expression(~hasAttribute;X;~tall)).","('lamp'; 'bbox5')"
1,6,9.683584213256836,0.9999377021855134,17.0,3.0,"1.0::;(;(target(X);type(X;~box));expression(~hasProperty;X;~empty)).","('box'; 'bbox9')"
1,7,10.907626152038574,0.9999816819959161,17.0,3.0,"1.0::;(;(target(X);type(X;~desk));expression(~hasAttribute;X;~browned)).","('desk'; 'bbox2')"
1,8,3.8324625251107136e-08,3.832462361801366e-08,17.0,3.0,"0.0::;(;(target(X);type(X;~desk));expression(~hasAttribute;X;~browned)).","('color'; 'bbox7')"
1,9,10.489441871643066,0.9999721712770676,17.0,3.0,"1.0::;(;(target(X);type(X;~light));expression(~hasAttribute;X;~on)).","('light'; 'bbox6')"
1,10,0.0,0.0,26.0,4.0,"1.0::;(;(target(X);type(X;~bowl));expression(~on;X;~counter)).","('bowl'; 'bbox4')"
1,11,1.2642769888771e-06,1.264276143070085e-06,26.0,4.0,"0.0::;(;(target(X);type(X;~bowl));expression(~on;X;~counter)).","('food'; 'bbox7')"
1,12,20.0,0.9999999979388464,7.0,0.0,"1.0::;(;(;(;(target(X);type(X;~desk));expression(~onTopOf;~pen;X));expression(~onTopOf;~written;~book));expression(~has;~book;~open)).","('desk'; None)"
1,13,0.0,0.0,116.0,4.0,"1.0::;(;(;(;(target(X);type(X;~front));expression(~in;~cd;X));expression(~in;~cd;~desk));expression(~on;~cup;~desk)).","('front'; 'bbox10')"
1,14,1.5982997183527914e-06,1.598298441568553e-06,145.0,4.0,"0.0::;(;(;(;(target(X);type(X;~front));expression(~in;~cd;X));expression(~in;~cd;~desk));expression(~on;~cup;~desk)).","('book'; 'bbox11')"
1,15,0.0,0.0,54.0,4.0,"1.0::;(;(;(;(target(X);type(X;~computer));expression(~on;X;~desk));expression(~on;~keyboard;~desk));expression(~under;~tower;~desk)).","('computer'; 'bbox3')"
1,16,3.7410027980804443,0.9762697054980987,20.0,4.0,"1.0::;(;(target(X);type(X;~desk));expression(~on;~calculator;X)).","('desk'; 'bbox2')"
1,17,0.0,0.0,29.0,4.0,"1.0::;(;(target(X);type(X;~desk));expression(~on;~cup;X)).","('desk'; 'bbox5')"
1,18,5.382450580596924,0.9954034560845372,29.0,4.0,"1.0::;(;(target(X);type(X;~coat));expression(~hasAttribute;X;~hanging)).","('coat'; 'bbox2')"
1,19,1.1819764375686646,0.6933279788747835,29.0,4.0,"1.0::;(;(target(X);type(X;~cup));expression(~along;X;~desk)).","('cup'; 'bbox4')"
1,20,3.924378404462914e-07,3.9243776579153697e-07,29.0,4.0,"0.0::;(;(target(X);type(X;~cup));expression(~along;X;~desk)).","('cable'; 'bbox6')"
1,21,1.922689437866211,0.8537867984504037,30.0,4.0,"1.0::;(;(target(X);type(X;~bowl));expression(~along;X;~table)).","('bowl'; 'bbox4')"
1,22,7.97882312326692e-05,7.978505173274547e-05,29.0,4.0,"0.0::;(;(target(X);type(X;~bowl));expression(~along;X;~table)).","('bag'; 'bbox9')"
1,23,4.663455009460449,0.9905661878794503,211.0,4.0,"1.0::;(;(;(;(;(target(X);type(X;~plant));expression(~along;X;~desk));expression(~under;~box;~desk));expression(~along;~computer;~desk));expression(~past;~chair;~desk)).","('plant'; 'bbox8')"
1,24,11.758111000061035,0.9999921744066744,173.0,4.0,"1.0::;(;(;(;(;(target(X);type(X;~cup));expression(~along;X;~desk));expression(~hasAttribute;~desk;~table));expression(~on;~pen;~desk));expression(~hasAttribute;~desk;~white)).","('cup'; 'bbox4')"
1,25,8.125818252563477,0.999704197410223,77.0,4.0,"1.0::;(;(;(;(target(X);type(X;~desk));expression(~along;~telephone;X));expression(~on;~written;X));expression(~hasAttribute;X;~white)).","('desk'; 'bbox2')"
1,26,4.209158420562744,0.9851411320046124,32.0,4.0,"1.0::;(;(target(X);type(X;~baby));expression(~on;X;~video)).","('baby'; 'bbox3')"
1,27,11.90615463256836,0.9999932512592941,323.0,4.0,"1.0::;(;(;(;(target(X);type(X;~lamp));expression(~along;X;~desk));expression(~hasAttribute;X;~green));expression(~contains;X;~shaded)).","('lamp'; 'bbox1')"
1,28,2.908234119415283,0.9454279875103109,58.0,4.0,"1.0::;(;(;(;(target(X);type(X;~computer));expression(~in;X;~video));expression(~along;~picture;~desk));expression(~on;~book;~desk)).","('computer'; 'bbox5')"
1,29,10.48193073272705,0.9999719614646853,29.0,4.0,"1.0::;(;(;(target(X);type(X;~room));expression(~in;~computer;X));expression(~hasAttribute;X;~indoors)).","('room'; 'bbox2')"
1,30,8.052166938781738,0.9996815888031996,14.0,2.0,"1.0::;(;(target(X);type(X;~box));expression(~hasAttribute;X;~brown)).","('box'; 'bbox6')"
1,31,0.0,0.0,14.0,2.0,"1.0::;(;(target(X);type(X;~desk));expression(~onTopOf;~pad;X)).","('desk'; 'bbox4')"
1,32,4.155535697937012,0.9843226094660357,62.0,4.0,"1.0::;(;(;(;(target(X);type(X;~people));expression(~along;X;~pavement));expression(~on;~sign;~sidewalk));expression(~on;~man;~pavement)).","('people'; 'bbox3')"
1,33,0.0,0.0,24.0,4.0,"1.0::;(;(target(X);type(X;~jeans));expression(~has;~man;X)).","('jeans'; 'bbox2')"
1,34,0.0,0.0,11.0,1.0,"1.0::;(;(target(X);type(X;~chair));expression(~in;X;~picture)).","('chair'; 'bbox1')"
1,35,5.261435731540587e-08,5.261435769683953e-08,11.0,1.0,"0.0::;(;(target(X);type(X;~chair));expression(~in;X;~picture)).","('tile'; 'bbox5')"
1,36,10.267586708068848,0.9999652588852074,11.0,1.0,"1.0::;(;(target(X);type(X;~poster));expression(~hasAttribute;X;~hung)).","('poster'; 'bbox6')"
1,37,3.596503257751465,0.972580566296766,68.0,4.0,"1.0::;(;(;(;(target(X);type(X;~table));expression(~nextTo;~can;X));expression(~on;~can;X));expression(~hasAttribute;~can;~open)).","('table'; 'bbox4')"
1,38,6.921925067901611,0.9990140698699608,20.0,4.0,"1.0::;(;(target(X);type(X;~keyboard));expression(~hasAttribute;X;~computer)).","('keyboard'; 'bbox7')"
1,39,9.531521797180176,0.9999274708347133,20.0,4.0,"1.0::;(;(target(X);type(X;~hair));expression(~hasAttribute;X;~shorter)).","('hair'; 'bbox2')"
1,40,0.00026224818429909647,0.00026221381784354665,20.0,4.0,"0.0::;(;(target(X);type(X;~hair));expression(~hasAttribute;X;~shorter)).","('bag'; 'bbox5')"
1,41,1.9779900312423706,0.8616529687506773,14.0,2.0,"1.0::;(;(target(X);type(X;~keyboard));expression(~hasAttribute;X;~cable)).","('keyboard'; 'bbox1')"
1,42,0.0,0.0,26.0,4.0,"1.0::;(;(target(X);type(X;~bookshelf));expression(~onTopOf;~book;X)).","('bookshelf'; 'bbox4')"
1,43,2.7770209312438965,0.9377764000788203,124.0,4.0,"1.0::;(;(;(;(target(X);type(X;~table));expression(~onTopOf;~can;X));expression(~onTopOf;~can;~desk));expression(~onTopOf;~phone;~desk)).","('table'; 'bbox8')"
1,44,3.6396820545196533,0.9737393078931431,72.0,4.0,"1.0::;(;(;(;(target(X);type(X;~shirt));expression(~hasOn;~woman;X));expression(~has;~woman;~hair));expression(~hasOn;~woman;~watch)).","('shirt'; 'bbox12')"
1,45,20.0,0.9999999979388464,5.0,0.0,"1.0::;(;(target(X);type(X;~building));expression(~hasAttribute;X;~taller)).","('building'; None)"
1,46,20.0,0.9999999979388464,6.0,0.0,"1.0::;(;(;(target(X);type(X;~girl));expression(~nextTo;X;~car));expression(~beside;X;~car)).","('girl'; None)"
1,47,12.121103286743164,0.999994556581462,91.0,4.0,"1.0::;(;(;(;(;(target(X);type(X;~car));expression(~beside;~girl;X));expression(~besideOf;~girl;X));expression(~beside;~girl;X));expression(~hasAttribute;~girl;~brunette)).","('car'; 'bbox2')"
1,48,2.06115369216775e-09,2.061153622438558e-09,8.0,0.0,"0.0::;(;(;(;(;(target(X);type(X;~car));expression(~beside;~girl;X));expression(~besideOf;~girl;X));expression(~beside;~girl;X));expression(~hasAttribute;~girl;~brunette)).","('girl'; None)"
1,49,8.37548542022705,0.9997695520236715,11.0,1.0,"1.0::;(;(target(X);type(X;~man));expression(~hasAttribute;X;~sitting)).","('man'; 'bbox3')"
1,50,4.526458263397217,0.9891810739164594,11.0,1.0,"1.0::;(;(target(X);type(X;~bicycle));expression(~hasProperty;X;~park)).","('bicycle'; 'bbox1')"
1,51,3.4067788124084473,0.9668521961166815,26.0,4.0,"1.0::;(;(target(X);type(X;~sidewalk));expression(~alongsideOf;~car;X)).","('sidewalk'; 'bbox9')"
1,52,2.06115369216775e-09,2.061153622438558e-09,5.0,0.0,"0.0::;(;(target(X);type(X;~sidewalk));expression(~alongsideOf;~car;X)).","('car'; None)"
1,53,20.0,0.9999999979388464,6.0,0.0,"1.0::;(;(;(target(X);type(X;~building));expression(~on;~sign;X));expression(~hasAttribute;X;~taller)).","('building'; None)"
1,54,3.533182990622663e-08,3.5331829352615975e-08,63.0,4.0,"0.0::;(;(;(target(X);type(X;~building));expression(~on;~sign;X));expression(~hasAttribute;X;~taller)).","('man'; 'bbox1')"
1,55,20.0,0.9999999979388464,5.0,0.0,"1.0::;(;(target(X);type(X;~chair));expression(~has;X;~wood)).","('chair'; None)"
1,56,6.081300735473633,0.9977147977247616,17.0,3.0,"1.0::;(;(target(X);type(X;~carpet));expression(~hasAttribute;X;~brown)).","('carpet'; 'bbox6')"
1,57,3.740140676498413,0.976249238277712,17.0,3.0,"1.0::;(;(target(X);type(X;~door));expression(~in;X;~painting)).","('door'; 'bbox3')"
1,58,0.0,0.0,22.0,4.0,"1.0::;(;(target(X);type(X;~vase));expression(~on;X;~table)).","('vase'; 'bbox5')"
1,59,1.2534364461898804,0.7144780717026609,22.0,4.0,"1.0::;(;(target(X);type(X;~book));expression(~along;X;~table)).","('book'; 'bbox6')"
1,60,1.0569261312484741,0.6524775915292644,22.0,4.0,"1.0::;(;(target(X);type(X;~picture));expression(~hasAttribute;X;~frame)).","('picture'; 'bbox1')"
1,61,0.0,0.0,31.0,4.0,"1.0::;(;(;(target(X);type(X;~woman));expression(~facing;X;~ocean));expression(~facing;X;~ocean)).","('woman'; 'bbox1')"
