id,expression,image_id,sent_id,object_name,category_id,attributes,sonnet_success,sonnet_output,sonnet_valid,sonnet_tokens,sonnet_time,sonnet_error,haiku_success,haiku_output,haiku_valid,haiku_tokens,haiku_time,haiku_error,both_successful,both_valid,outputs_identical,sonnet_faster
2378201_2245,The red label that is to the left of the food that is on top of the round table,2378201,2245,label,572,['red'],True,"target(X), type(X, label), expression(hasAttribute, X, red), expression(leftOf, X, food), expression(on, food, table), expression(hasAttribute, table, round)",True,158,3.2982940673828125,,True,"target(X), type(X, label), type(Y, food), type(Z, table), expression(hasAttribute, X, red), expression(left, X, Y), expression(on, Y, Z), expression(hasAttribute, Z, round)",True,162,1.439676284790039,,True,True,False,False
2383122_7657,The green tree that is to the left of the pink pant,2383122,7657,trees,529,"['tall', 'green']",True,"target(X), type(X, tree), expression(hasAttribute, X, green), expression(leftOf, X, pant), expression(hasAttribute, pant, pink)",True,143,3.1029558181762695,,True,"target(X), type(X, tree), type(X, green), expression(left_of, X, pant), type(pant, pink)",True,134,1.3284149169921875,,True,True,False,False
2380448_6645,The metal knife that is on the brown table,2380448,6645,knife,819,"['metal', 'black', 'sharp']",True,"target(X), type(X, knife), expression(hasAttribute, X, metal), expression(on, X, table), expression(hasAttribute, table, brown)",True,141,1.6574690341949463,,True,"target(X), type(X, knife), type(X, metal), expression(on, X, table), expression(hasAttribute, table, brown)",True,136,0.9672791957855225,,True,True,False,False
2403683_8904,the first man from the right that is walking and to the right of suit,2403683,8904,man,230,['walking'],True,"target(X), type(X, person), expression(fromDirection, X, right), expression(hasAttribute, X, walking), expression(rightOf, X, suit)",True,149,2.5397980213165283,,True,"target(X), type(X, man), expression(from, X, right), expression(walking, X, true), expression(to_the_right_of, X, suit)",True,146,1.0665159225463867,,True,True,False,False
2409686_7443,The ripe banana that is in the basket,2409686,7443,bananas,734,"['lying', 'ripe', 'yellow']",True,"target(X), type(X, banana), expression(hasAttribute, X, ripe), expression(in, X, basket)",True,131,2.1347992420196533,,True,"target(X), type(X, banana), expression(ripe, X, banana), expression(in, X, basket)",True,129,0.9297029972076416,,True,True,False,False
2400554_3076,The walking man that is standing on the sandy beach,2400554,3076,man,230,"['standing', 'walking', 'surfing', 'barefoot']",True,"target(X), type(X, person), expression(hasAttribute, X, walking), expression(on, X, beach), expression(hasAttribute, beach, sandy)",True,144,2.4786441326141357,,True,"target(X), type(X, man), expression(walking, X, null), expression(standing, X, null), expression(on, X, beach), type(beach, sandy)",True,144,1.437232255935669,,True,True,False,False
2346644_5806,The black cell phone that is to the left of the hand that is to the right of the picture,2346644,5806,cell phone,229,['black'],True,"target(X), type(X, phone), expression(hasAttribute, X, black), expression(leftOf, X, hand), expression(rightOf, hand, picture)",True,153,3.093414783477783,,True,"target(X), type(X, cell_phone), type(Y, hand), type(Z, picture), expression(black, X), expression(left_of, X, Y), expression(right_of, Y, Z)",True,157,1.1811597347259521,,True,True,False,False
2409049_8559,the first boy from the right that is little and to the right of green t-shirt,2409049,8559,boy,880,['little'],True,"target(X), type(X, boy), expression(fromDirection, X, right), expression(hasAttribute, X, little), expression(rightOf, X, shirt), expression(hasAttribute, shirt, green)",True,161,3.30525803565979,,True,"target(X), type(X, boy), type(X, little), expression(from, X, right), expression(rightOf, X, greenTShirt)",True,145,1.0166599750518799,,True,True,False,False
2383754_9893,motorcycle on the left that is black and to the left of wheel,2383754,9893,motorcycle,789,['black'],True,"target(X), type(X, motorcycle), expression(hasPosition, X, left), expression(hasAttribute, X, black), expression(leftOf, X, wheel)",True,147,1.6287150382995605,,True,"target(X), type(X, motorcycle), expression(on, X, left), expression(hasAttribute, X, black), expression(leftOf, X, wheel)",True,145,1.223651647567749,,True,True,False,False
2327696_6617,The white spoon that is on the round plate that is on the wood table,2327696,6617,spoon,573,['white'],True,"target(X), type(X, spoon), expression(hasAttribute, X, white), expression(on, X, plate), expression(hasAttribute, plate, round), expression(on, plate, table), expression(hasAttribute, table, wood)",True,166,4.0214550495147705,,True,"target(X), type(X, spoon), type(Y, plate), type(Z, table), expression(white, X), expression(on, X, Y), expression(round, Y), expression(on, Y, Z), expression(wood, Z)",True,158,1.6289260387420654,,True,True,False,False
2401384_14820,The smiling man that is wearing the brown glass and holding the orange phone,2401384,14820,man,230,"['smiling', 'happy']",True,"target(X), type(X, person), expression(hasAttribute, X, smiling), expression(wearing, X, glass), expression(hasAttribute, glass, brown), expression(holding, X, phone), expression(hasAttribute, phone, orange)",True,170,4.539992094039917,,True,"target(X), type(X, man), expression(hasAttribute, X, smiling), expression(wearing, X, glass), expression(hasAttribute, X, brown), expression(holding, X, phone), expression(hasAttribute, X, orange)",True,168,1.3391470909118652,,True,True,False,False
2396708_3672,The white plate that is on the wood table,2396708,3672,plate,937,['white'],True,"target(X), type(X, plate), expression(hasAttribute, X, white), expression(on, X, table), expression(hasAttribute, table, wood)",True,141,4.378337144851685,,True,"target(X), type(X, plate), expression(on, X, table), expression(hasAttribute, X, white), type(table, wood)",True,136,16.94373607635498,,True,True,False,True
2367468_4650,The black jacket that is to the right of the full shelf,2367468,4650,jacket,955,['black'],True,"target(X), type(X, jacket), expression(hasAttribute, X, black), expression(rightOf, X, shelf), expression(hasAttribute, shelf, full)",True,146,3.6017959117889404,,True,"target(X), type(X, jacket), type(jacket, black), expression(right_of, X, shelf), type(shelf, full)",True,137,1.386200189590454,,True,True,False,False
2390210_7863,The wood bench that is on the bridge,2390210,7863,bench,834,['wood'],True,"target(X), type(X, bench), expression(hasAttribute, X, wood), expression(on, X, bridge)",True,130,3.328371047973633,,True,"target(X), type(X, bench), expression(on, X, bridge)",True,122,0.7134621143341064,,True,True,False,False
2343710_8623,building on the left that is white and to the left of poster,2343710,8623,building,948,['white'],True,"target(X), type(X, building), expression(hasPosition, X, left), expression(hasAttribute, X, white), expression(leftOf, X, poster)",True,147,3.64119291305542,,True,"target(X), type(X, building), expression(on, X, left), expression(hasAttribute, X, white), expression(toLeftOf, X, poster)",True,145,1.1354172229766846,,True,True,False,False
2398442_3994,The painted train that is near the weed,2398442,3994,train,729,"['blue', 'painted']",True,"target(X), type(X, train), expression(hasAttribute, X, painted), expression(near, X, weed)",True,131,2.879915952682495,,True,"target(X), type(X, train), expression(painted, X, train), expression(near, X, weed)",True,129,1.0212457180023193,,True,True,False,False
2370370_7521,The glass window that is to the left of the gray shirt,2370370,7521,window,480,['glass'],True,"target(X), type(X, window), expression(hasAttribute, X, glass), expression(leftOf, X, shirt), expression(hasAttribute, shirt, gray)",True,145,3.1667838096618652,,True,"target(X), type(X, window), type(Y, shirt), expression(left_of, X, Y), expression(hasAttribute, X, glass), expression(hasAttribute, Y, gray)",True,148,1.382066249847412,,True,True,False,False
2381255_12244,the first counter from the right that is granite and to the right of wood cabinet,2381255,12244,counter,238,['granite'],True,"target(X), type(X, counter), expression(fromDirection, X, right), expression(hasAttribute, X, granite), expression(rightOf, X, cabinet), expression(hasAttribute, cabinet, wood)",True,164,3.6046178340911865,,True,"target(X), type(X, counter), type(wood, cabinet), expression(right_of, X, wood_cabinet), expression(hasAttribute, X, granite)",True,151,1.334825038909912,,True,True,False,False
