subject,relation,object
doughnuts,synonym,doughnut
doughnuts,synonym,donut
interior,hypernym,part
interior,synonym,inside
interior,hypernym,surface
interior,hyponym,belly
trick,hypernym,device
blind,hypernym,people
blind,hypernym,screen
blind,hypernym,cover
blind,hyponym,shutter
blind,hyponym,curtain
blind,hyponym,drape
blind,hyponym,mantle
blind,synonym,screen
mouse,hypernym,person
mouse,hypernym,someone
cookies,hypernym,cake
cookies,synonym,cookie
cookies,hypernym,text
dog,hyponym,toy
dog,hyponym,puppy
dog,part_meronym,flag
dog,synonym,heel
dog,hypernym,sausage
dog,synonym,hotdog
dog,part_holonym,hotdog
dog,hypernym,stop
dog,hypernym,support
lining,synonym,liner
lining,hypernym,covering
people,hypernym,group
people,hyponym,blind
people,hyponym,business
people,hyponym,land
people,hyponym,pocket
people,hypernym,family
people,hyponym,audience
grass,hyponym,cereal
grass,synonym,pasture
grass,synonym,pot
grass,synonym,weed
grass,synonym,smoke
s,hypernym,letter
cardboard,hypernym,paper
cardboard,hyponym,card
he,hypernym,letter
pedestal,hypernym,support
pedestal,synonym,base
pedestal,synonym,stand
pedestal,part_holonym,column
pedestal,part_holonym,pillar
soup,hypernym,dish
markers,synonym,marker
markers,hypernym,symbol
markers,hyponym,spot
markers,hyponym,pin
markers,hyponym,brand
markers,hyponym,watermark
markers,hyponym,label
markers,synonym,marking
markers,synonym,mark
kettle,hypernym,pot
kettle,hypernym,hole
fan,hypernym,device
cakes,hypernym,block
cakes,hyponym,tablet
cakes,synonym,cake
cakes,synonym,bar
cakes,hypernym,dish
cakes,hyponym,cookie
cakes,hyponym,cupcake
cakes,hyponym,pancake
plants,synonym,plant
plants,part_meronym,hood
plants,part_meronym,cap
plants,hypernym,player
cookie,hypernym,cake
cookie,hypernym,text
skirt,part_meronym,seat
skirt,part_meronym,lap
skirt,part_meronym,zipper
skirt,hypernym,girl
skirt,synonym,doll
skirt,synonym,bird
bicycles,synonym,bicycle
bicycles,synonym,bike
bicycles,synonym,wheel
bicycles,synonym,cycle
bicycles,part_meronym,chain
bicycles,part_meronym,handlebar
bicycles,part_meronym,saddle
bicycles,part_meronym,kickstand
bicycles,part_meronym,pedal
snow,part_meronym,snowflake
snow,hypernym,layer
decorations,hyponym,molding
decorations,hyponym,fin
decorations,hyponym,garnish
decorations,hyponym,graffiti
decorations,hyponym,bow
decorations,hyponym,rivet
decorations,hyponym,design
decorations,hyponym,pattern
decorations,hyponym,figure
decorations,hyponym,knob
decorations,synonym,decoration
decorations,synonym,ornament
decorations,synonym,palm
decorations,synonym,ribbon
decorations,hyponym,tattoo
decorations,hyponym,marking
bookcase,hypernym,furniture
bookcase,part_meronym,shelf
bedspread,hypernym,bedding
legs,hypernym,limb
legs,hyponym,pin
legs,hyponym,stick
legs,synonym,leg
legs,part_meronym,foot
legs,part_meronym,thigh
legs,part_meronym,knee
legs,part_meronym,ankle
legs,part_holonym,body
legs,hypernym,support
legs,part_holonym,tripod
legs,part_holonym,chair
legs,part_holonym,table
legs,hyponym,fork
legs,synonym,branch
legs,part_meronym,cuff
legs,part_holonym,trouser
legs,part_holonym,pant
legs,hypernym,distance
legs,synonym,stage
dresser,hypernym,furniture
dresser,synonym,chest
dresser,part_meronym,shelf
dresser,part_meronym,drawer
dresser,hypernym,person
dresser,hypernym,someone
dresser,hypernym,table
dresser,synonym,vanity
dresser,hypernym,cabinet
wood,hyponym,olive
wood,hyponym,knot
wood,hyponym,pine
wood,hyponym,log
wood,hyponym,cherry
wood,hypernym,vegetation
wood,synonym,forest
wood,synonym,woods
wood,hyponym,spoon
wood,hyponym,driver
cupboard,synonym,closet
tattoo,hypernym,design
tattoo,hypernym,pattern
tattoo,hypernym,figure
tattoo,hypernym,decoration
pants,synonym,drawers
pants,synonym,pant
pants,hyponym,white
pants,hyponym,slacks
pants,hyponym,cords
pants,hyponym,jean
pants,hyponym,shorts
pants,hyponym,trunks
pants,synonym,trouser
pants,part_meronym,zipper
pants,part_meronym,trouser
pants,part_meronym,lap
pants,part_meronym,leg
pants,part_meronym,seat
keypad,hypernym,keyboard
smile,synonym,smiling
shower,hypernym,rain
shower,hyponym,sprinkle
sidewalk,hypernym,walk
sidewalk,hypernym,walkway
sidewalk,synonym,pavement
toilet,hypernym,room
toilet,hyponym,restroom
toilet,hyponym,closet
toilet,hyponym,head
toilet,synonym,can
toilet,synonym,bathroom
toilet,part_meronym,toilet
toilet,part_meronym,can
toilet,part_meronym,pot
toilet,part_meronym,stool
toilet,synonym,pot
toilet,synonym,stool
toilet,part_holonym,bathroom
toilet,part_holonym,toilet
toilet,part_holonym,can
toilet,synonym,gutter
toilet,hypernym,dressing
grasses,hyponym,cereal
grasses,synonym,grass
grasses,synonym,pasture
grasses,synonym,pot
grasses,synonym,weed
grasses,synonym,smoke
icing,hypernym,topping
icing,synonym,frosting
icing,synonym,ice
surf,hypernym,wave
debris,hypernym,trash
debris,synonym,dust
roses,hypernym,shrub
roses,hypernym,bush
roses,synonym,rose
roses,part_meronym,hip
roses,hypernym,wine
roses,hypernym,pink
topping,hypernym,garnish
topping,hyponym,frosting
topping,hyponym,icing
topping,hyponym,ice
topping,hyponym,glaze
topping,part_holonym,dish
room,hypernym,area
room,hyponym,compartment
room,hyponym,closet
room,hyponym,bathroom
room,hyponym,bar
room,hyponym,floor
room,hyponym,kitchen
room,hyponym,court
room,hyponym,door
room,hyponym,toilet
room,hyponym,can
room,hyponym,bedroom
room,part_meronym,floor
room,part_meronym,flooring
room,part_meronym,ceiling
room,part_meronym,wall
room,part_holonym,building
room,hyponym,seating
room,hyponym,seats
billboard,hypernym,signboard
billboard,hypernym,sign
cane,hypernym,stalk
cane,hypernym,stem
cane,hypernym,switch
cab,hypernym,compartment
cab,hypernym,carriage
cab,hypernym,car
cab,hypernym,automobile
cab,hypernym,machine
cab,synonym,taxi
watermelon,hypernym,melon
watermelon,part_meronym,watermelon
watermelon,part_holonym,watermelon
sandwiches,hyponym,wrap
sandwiches,hyponym,hamburger
sandwiches,hyponym,burger
sandwiches,hyponym,hotdog
sandwiches,synonym,sandwich
sandwiches,part_meronym,bread
sandwiches,part_holonym,meal
print,hyponym,footprint
print,hyponym,step
print,hyponym,line
print,synonym,mark
print,hypernym,fabric
print,hypernym,cloth
print,hypernym,material
print,hypernym,photograph
print,hypernym,photo
print,hypernym,picture
twigs,hypernym,branch
twigs,synonym,twig
trailer,hypernym,ad
trailer,hypernym,advertisement
trailer,hypernym,advertising
time,hypernym,case
time,synonym,clip
time,hyponym,piece
time,hyponym,patch
time,hyponym,day
time,synonym,meter
cars,hyponym,wagon
cars,hyponym,jeep
cars,hyponym,sedan
cars,hyponym,cab
cars,hyponym,taxi
cars,hyponym,minivan
cars,hyponym,bus
cars,synonym,car
cars,synonym,automobile
cars,synonym,machine
cars,part_meronym,bumper
cars,part_meronym,window
cars,part_meronym,fin
cars,part_meronym,hood
cars,part_meronym,trunk
cars,part_meronym,roof
cars,part_meronym,horn
cars,part_meronym,fender
cars,part_meronym,wing
cars,part_meronym,gun
cars,hyponym,coach
cars,hyponym,carriage
cars,hyponym,van
cars,hypernym,compartment
cars,part_holonym,lift
ball,hyponym,baseball
ball,hyponym,bowl
ball,synonym,globe
ball,synonym,nut
ball,synonym,egg
ball,hypernym,toy
ball,synonym,clump
ball,hypernym,structure
ball,part_holonym,sole
ball,part_holonym,hand
ball,part_holonym,mitt
ball,part_holonym,paw
ball,hypernym,baseball
slide,part_meronym,section
slide,hypernym,toy
slide,part_holonym,playground
slide,hypernym,foil
slide,hypernym,gutter
slide,hypernym,trough
slide,hyponym,runway
toddler,hypernym,child
toddler,hypernym,kid
toddler,hypernym,fry
motorcycle,hyponym,motorbike
motorcycle,synonym,bike
motorcycle,part_meronym,kickstand
urn,hypernym,vase
urn,hypernym,pot
skull,part_meronym,jaw
skull,part_holonym,head
bathroom,hypernym,room
bathroom,part_meronym,bathtub
bathroom,part_meronym,tub
bathroom,part_meronym,toilet
bathroom,part_meronym,can
bathroom,part_meronym,pot
bathroom,part_meronym,stool
bathroom,part_holonym,home
bathroom,hyponym,restroom
bathroom,hyponym,closet
bathroom,hyponym,head
bathroom,synonym,toilet
bathroom,synonym,can
chain,hypernym,unit
chain,hyponym,ring
chain,part_holonym,bicycle
chain,part_holonym,bike
chain,part_holonym,wheel
chain,part_holonym,cycle
chain,hypernym,business
chain,part_meronym,yard
chain,part_meronym,link
chain,synonym,range
chain,hypernym,necklace
chain,synonym,string
panels,hypernym,sheet
panels,hyponym,paneling
panels,hyponym,pane
panels,hyponym,headboard
panels,hyponym,footboard
panels,hyponym,window
panels,synonym,panel
panels,hypernym,body
panels,hypernym,pad
panels,part_holonym,umbrella
panels,hypernym,window
panels,hyponym,dashboard
panels,synonym,board
panes,hyponym,window
panes,synonym,pane
panes,part_holonym,window
panes,hypernym,panel
panes,synonym,paneling
panes,part_holonym,wall
panes,synonym,dot
sofa,hypernym,seat
sofa,synonym,couch
middle,hypernym,area
middle,hyponym,seat
middle,synonym,center
middle,synonym,heart
middle,synonym,eye
middle,hypernym,part
middle,hypernym,section
middle,part_holonym,torso
middle,part_holonym,trunk
middle,part_holonym,body
middle,hypernym,point
knob,hypernym,handle
knob,hypernym,grip
knob,hyponym,doorknob
knob,hyponym,stop
knob,hypernym,decoration
knob,hypernym,ornament
roadway,hypernym,road
backside,hypernym,side
backside,hypernym,face
backside,synonym,rear
backside,synonym,butt
backside,synonym,buns
backside,synonym,can
backside,synonym,seat
backside,synonym,tail
backside,synonym,bottom
backside,part_holonym,torso
backside,part_holonym,trunk
backside,part_holonym,body
pieces,hypernym,part
pieces,hypernym,portion
pieces,hyponym,beam
pieces,synonym,piece
pieces,hypernym,item
pieces,hypernym,thing
pieces,hyponym,base
pieces,hyponym,corner
pieces,hyponym,slice
pieces,hyponym,strip
pieces,synonym,part
pieces,part_holonym,unit
pieces,hypernym,case
pieces,hypernym,gun
pieces,part_meronym,lock
pieces,synonym,slice
pieces,hypernym,distance
pieces,hypernym,time
pieces,synonym,patch
pieces,hyponym,black
pieces,hyponym,tile
pieces,hyponym,white
pieces,synonym,man
bed,hyponym,couch
bed,hyponym,sack
bed,part_meronym,mattress
bed,part_holonym,bedroom
bed,hypernym,patch
bed,synonym,bottom
bed,synonym,seam
bed,hyponym,lift
bed,hyponym,blanket
bed,hyponym,wall
bed,hyponym,row
bed,hyponym,cushion
bed,synonym,layer
bed,hypernym,surface
bed,hypernym,base
bed,hypernym,foot
team,hypernym,unit
team,hyponym,section
team,part_meronym,bench
advertising,hyponym,bill
advertising,hyponym,flyer
advertising,hyponym,trailer
advertising,synonym,ad
advertising,synonym,advertisement
advertising,hypernym,business
black,hypernym,dark
black,hypernym,person
black,hypernym,someone
black,hypernym,man
black,hypernym,piece
black,hypernym,clothing
heel,hypernym,bottom
heel,hypernym,underside
heel,part_meronym,lift
heel,part_holonym,boot
heel,part_holonym,shoe
heel,part_holonym,foot
heel,synonym,dog
heel,hypernym,end
heel,hypernym,terminal
heel,hypernym,part
heel,hypernym,portion
plate,hypernym,base
plate,hypernym,bag
plate,synonym,home
plate,hypernym,sheet
plate,hyponym,disk
plate,hyponym,disc
plate,hyponym,tap
plate,hypernym,crust
plate,hypernym,structure
plate,hyponym,comb
plate,part_holonym,tube
plate,part_holonym,structure
plate,hypernym,shield
plate,hyponym,shoe
plate,synonym,scale
plate,synonym,shell
plate,hyponym,bridge
square,hypernym,rectangle
square,hypernym,number
square,hyponym,place
square,part_holonym,city
square,hypernym,shape
radiator,hypernym,heater
wheel,hypernym,machine
wheel,hyponym,gear
wheel,part_meronym,rim
wheel,synonym,rack
wheel,synonym,bicycle
wheel,synonym,bike
wheel,synonym,cycle
wheel,part_meronym,chain
wheel,part_meronym,handlebar
wheel,part_meronym,saddle
wheel,part_meronym,kickstand
wheel,part_meronym,pedal
cow,hypernym,cattle
cow,hypernym,cows
cow,part_meronym,bag
oil,hyponym,oil
oil,hypernym,oil
grey,synonym,gray
grey,hyponym,silver
grey,hypernym,clothing
signpost,hypernym,sign
sink,hyponym,basin
couch,hypernym,seat
couch,synonym,sofa
couch,hypernym,ground
couch,hypernym,bed
pillows,hypernym,cushion
pillows,synonym,pillow
mural,hypernym,painting
mural,hypernym,picture
lunch,hypernym,meal
vents,hypernym,hole
vents,synonym,vent
vents,hypernym,opening
vents,hypernym,crack
vents,synonym,outlet
neck,part_holonym,body
neck,hypernym,land
neck,hypernym,ground
neck,hypernym,part
neck,hypernym,portion
neck,hypernym,opening
neck,part_meronym,collar
icon,hypernym,symbol
icon,hyponym,graphic
icon,hyponym,reflection
icon,hyponym,foil
icon,synonym,picture
icon,synonym,image
icon,hypernym,painting
icon,hypernym,picture
two,hypernym,figure
two,hyponym,couple
two,hyponym,pair
two,hyponym,brace
two,synonym,2
urinals,synonym,urinal
spatula,part_meronym,handle
spatula,part_meronym,grip
spatula,part_meronym,blade
spatula,hyponym,slice
holes,hypernym,opening
holes,hypernym,gap
holes,synonym,hole
holes,hyponym,vent
holes,hyponym,eye
holes,hyponym,cup
holes,hyponym,manhole
holes,hypernym,space
holes,hyponym,kettle
holes,hyponym,tunnel
holes,synonym,jam
holes,synonym,pickle
holes,hypernym,mouth
shop,hypernym,outlet
shop,hyponym,booth
shop,synonym,store
shop,part_meronym,storefront
shop,hyponym,pottery
vehicle,part_meronym,dashboard
vehicle,hypernym,object
chandelier,synonym,pendant
mountains,synonym,mountain
mountains,part_meronym,mountainside
mountains,synonym,lot
mountains,synonym,pile
mountains,synonym,pot
mountains,synonym,raft
mountains,synonym,stack
dressing,hypernym,sauce
dressing,hyponym,patch
dressing,hypernym,covering
dressing,hyponym,toilet
sandal,hypernym,shoe
carrots,synonym,carrot
carrots,part_holonym,carrot
carrots,hypernym,herb
carrots,part_meronym,carrot
silhouette,hypernym,outline
silhouette,hypernym,drawing
goggles,hypernym,eyeglasses
goggles,hypernym,glasses
tent,hypernym,shelter
tent,hyponym,canvas
tent,part_meronym,guy
mark,hypernym,symbol
mark,hyponym,spot
mark,hyponym,pin
mark,hyponym,brand
mark,hyponym,watermark
mark,hyponym,label
mark,synonym,marker
mark,synonym,marking
mark,part_meronym,bull
mark,hyponym,footprint
mark,hyponym,step
mark,hyponym,line
mark,synonym,print
mark,synonym,brand
mark,synonym,stain
mark,synonym,mug
mark,hyponym,arrow
mark,hyponym,point
mark,hyponym,head
mark,synonym,sign
mark,hypernym,marking
mark,synonym,cross
ground,hypernym,object
ground,hyponym,plain
ground,hyponym,field
ground,hyponym,island
ground,hyponym,forest
ground,hyponym,floor
ground,hyponym,cape
ground,hyponym,neck
ground,synonym,land
ground,part_holonym,globe
ground,hypernym,material
ground,hypernym,stuff
ground,hyponym,soil
ground,hyponym,dirt
ground,hypernym,view
ground,hypernym,scene
ground,synonym,background
ground,hyponym,bottom
ground,hyponym,turf
ground,synonym,soil
ground,hypernym,surface
ground,hyponym,couch
shades,hypernym,eyeglasses
shades,hypernym,glasses
shades,synonym,sunglasses
shades,hyponym,shadow
shades,synonym,shade
shades,hypernym,color
shades,hyponym,parasol
shades,hyponym,lampshade
shades,hypernym,shadow
marking,hypernym,symbol
marking,hyponym,spot
marking,hyponym,pin
marking,hyponym,brand
marking,hyponym,watermark
marking,hyponym,label
marking,synonym,marker
marking,synonym,mark
marking,hypernym,design
marking,hypernym,pattern
marking,hypernym,figure
marking,hyponym,stripe
marking,hyponym,streak
marking,hyponym,bar
marking,hyponym,cross
marking,hyponym,mark
marking,hyponym,patch
marking,hypernym,decoration
shoulder,part_holonym,torso
shoulder,part_holonym,trunk
shoulder,part_holonym,body
shoulder,hypernym,edge
shoulder,part_holonym,road
open,hypernym,area
open,synonym,clear
open,hypernym,outside
open,synonym,outdoors
open,synonym,surface
salad,hypernym,dish
pair,hypernym,set
pair,synonym,brace
pair,hypernym,two
pair,hypernym,2
pair,synonym,couple
pair,hyponym,couple
dark,hyponym,black
dark,hyponym,night
dark,hypernym,scene
dark,synonym,shadow
dark,synonym,night
dark,part_holonym,day
spot,hypernym,point
spot,hyponym,end
spot,hyponym,stop
spot,hyponym,peak
spot,hyponym,crown
spot,hyponym,crest
spot,hyponym,top
spot,hyponym,tip
spot,hyponym,pool
spot,hyponym,puddle
spot,synonym,place
spot,hypernym,section
spot,synonym,point
spot,hypernym,marking
spot,hyponym,speck
spot,hyponym,splash
spot,hyponym,plaque
spot,synonym,patch
spot,hypernym,business
spot,hypernym,line
spot,hyponym,chair
spot,synonym,post
spot,synonym,office
spot,hypernym,marker
spot,hypernym,mark
spot,hypernym,lamp
spot,hyponym,four
spot,synonym,stain
squares,hypernym,rectangle
squares,synonym,square
squares,hypernym,number
squares,hyponym,place
squares,part_holonym,city
squares,hypernym,shape
