subject,relation,object
check,hyponym,kite
check,hypernym,bill
check,synonym,tab
check,synonym,hitch
check,synonym,stop
check,hypernym,mark
check,synonym,tick
check,hyponym,obstacle
check,hypernym,blemish
check,synonym,chip
check,synonym,bridle
check,synonym,curb
buttons,hypernym,fastener
buttons,synonym,button
buttons,hypernym,switch
buttons,hyponym,bell
buttons,hypernym,badge
buttons,hypernym,device
buttons,hypernym,artifact
t,hypernym,base
t,hypernym,letter
feathers,hyponym,down
feathers,synonym,feather
feathers,part_meronym,shaft
feathers,part_meronym,vane
feathers,part_holonym,bird
feathers,part_holonym,row
wing,hyponym,halter
wing,part_holonym,bird
wing,part_holonym,angel
wing,part_holonym,bat
wing,hypernym,surface
wing,part_meronym,flap
wing,part_meronym,flaps
wing,part_meronym,rib
wing,part_holonym,airplane
wing,part_holonym,aeroplane
wing,part_holonym,plane
wing,hypernym,stage
wing,hypernym,formation
wing,hypernym,place
wing,hypernym,portion
wing,hypernym,barrier
wing,synonym,fender
wing,part_holonym,car
wing,part_holonym,automobile
wing,part_holonym,machine
wing,part_holonym,building
daughter,synonym,girl
images,hyponym,picture
images,synonym,image
images,hyponym,graphic
images,hyponym,reflection
images,hyponym,foil
images,synonym,picture
images,synonym,icon
images,hypernym,model
images,synonym,figure
images,hypernym,person
images,hypernym,individual
images,hypernym,someone
images,hypernym,set
images,synonym,range
raspberry,hypernym,berry
raspberry,synonym,bird
infant,hypernym,child
infant,hypernym,kid
infant,synonym,baby
rooster,hypernym,chicken
t-shirt,hypernym,shirt
t-shirt,hyponym,turtleneck
t-shirt,hyponym,turtle
t-shirt,synonym,jersey
underside,hypernym,side
underside,hypernym,face
underside,hyponym,heel
underside,hyponym,sole
underside,hyponym,underbelly
underside,hyponym,base
underside,synonym,bottom
kale,hypernym,money
kale,synonym,bread
kale,synonym,cabbage
kale,synonym,dough
kale,synonym,lettuce
kale,synonym,scratch
kale,synonym,sugar
kale,hypernym,cabbage
pepperoni,hypernym,sausage
boys,hypernym,male
boys,hyponym,cub
boys,synonym,boy
boys,hypernym,man
boys,synonym,son
baseboard,hypernym,molding
baseboard,hypernym,moulding
referee,hypernym,official
float,hypernym,drink
float,hypernym,display
float,hypernym,artifact
float,hyponym,chip
float,hyponym,raft
float,hyponym,cork
lever,hypernym,bar
lever,hyponym,stick
lever,hyponym,key
lever,hyponym,pedal
lever,hypernym,machine
lever,hypernym,tumbler
riverbank,hypernym,bank
paint,hypernym,coat
paint,hypernym,color
paint,hypernym,space
paint,synonym,key
paint,hypernym,makeup
bread,hyponym,loaf
bread,hyponym,toast
bread,hyponym,bun
bread,hyponym,roll
bread,hyponym,cracker
bread,hyponym,crouton
bread,part_holonym,sandwich
bread,hypernym,money
bread,synonym,cabbage
bread,synonym,dough
bread,synonym,kale
bread,synonym,lettuce
bread,synonym,scratch
bread,synonym,sugar
foundation,hyponym,ground
foundation,hypernym,support
foundation,hyponym,bed
foundation,synonym,base
foundation,synonym,foot
foundation,part_holonym,structure
foundation,part_holonym,construction
expression,hyponym,light
expression,synonym,face
expression,synonym,reflection
expression,hypernym,language
expression,hyponym,wording
expression,synonym,construction
girls,hypernym,woman
girls,hyponym,baby
girls,hyponym,doll
girls,hyponym,skirt
girls,hyponym,bird
girls,synonym,girl
girls,hypernym,female
girls,synonym,daughter
home,synonym,place
home,hypernym,housing
home,hyponym,house
home,hyponym,lodge
home,part_meronym,kitchen
home,part_meronym,bedroom
home,part_meronym,bathroom
home,part_meronym,bath
home,hypernym,base
home,hypernym,bag
home,synonym,plate
home,synonym,base
home,hypernym,root
home,hypernym,unit
home,synonym,family
home,synonym,house
condiments,hypernym,seasoning
condiments,hyponym,ketchup
condiments,hyponym,salsa
condiments,hyponym,sauce
condiments,hyponym,dip
condiments,hyponym,relish
condiments,hyponym,mustard
condiments,hyponym,spread
condiments,synonym,condiment
kids,hyponym,monkey
kids,hyponym,toddler
kids,synonym,child
kids,synonym,kid
kids,synonym,fry
kids,hypernym,leather
kids,hyponym,baby
kids,hyponym,infant
kids,hypernym,goat
indentation,hypernym,space
indentation,hypernym,place
indentation,synonym,indent
bath,hypernym,vessel
bath,synonym,bathtub
bath,synonym,tub
bath,part_holonym,bathroom
bath,part_holonym,bath
bath,hypernym,room
bath,synonym,bathroom
bath,part_meronym,bathtub
bath,part_meronym,bath
bath,part_meronym,tub
bath,part_meronym,toilet
bath,part_meronym,can
bath,part_meronym,commode
bath,part_meronym,pot
bath,part_meronym,stool
bath,part_holonym,home
indicator,hypernym,signal
indicator,hypernym,sign
indicator,hypernym,device
indicator,hyponym,level
indicator,hyponym,scale
indicator,hyponym,dial
indicator,hypernym,color
collection,hypernym,group
collection,hyponym,vegetation
collection,hyponym,traffic
collection,hyponym,string
collection,hyponym,family
collection,hyponym,signage
collection,hyponym,mail
collection,hyponym,post
collection,hyponym,library
collection,hyponym,wardrobe
collection,hyponym,pile
collection,hyponym,mound
collection,hyponym,information
collection,hyponym,battery
collection,hyponym,pack
collection,hyponym,book
collection,hyponym,block
collection,hyponym,package
collection,hyponym,bundle
collection,hyponym,packet
collection,hyponym,set
collection,hyponym,hand
collection,hyponym,mixture
collection,hyponym,bunch
collection,hyponym,lot
collection,hyponym,pickup
house,hypernym,building
house,hypernym,home
house,hyponym,cabin
house,hyponym,hall
house,hyponym,lodge
house,part_meronym,library
house,part_meronym,porch
house,hypernym,business
house,hypernym,audience
house,hypernym,family
house,hypernym,part
house,synonym,sign
house,hypernym,unit
house,synonym,family
house,synonym,home
house,part_meronym,circle
house,part_meronym,stage
house,part_meronym,pit
mulch,hypernym,protection
star,hyponym,sun
star,hypernym,player
star,synonym,lead
star,hypernym,character
cauliflower,part_meronym,cauliflower
cauliflower,part_holonym,cauliflower
bats,synonym,bat
bats,part_meronym,wing
bats,hypernym,turn
bats,hypernym,racket
bats,hypernym,racquet
bats,part_meronym,handle
bats,part_meronym,grip
bats,hypernym,club
bats,hyponym,paddle
parent,hyponym,father
parent,hyponym,mother
clip,synonym,magazine
clip,part_holonym,gun
clip,hypernym,case
clip,synonym,time
clip,hypernym,fastener
clip,hypernym,jewelry
clip,hypernym,cut
glasses,hyponym,goggles
glasses,hyponym,sunglasses
glasses,hyponym,shades
glasses,synonym,spectacles
glasses,synonym,eyeglasses
glasses,part_meronym,bridge
glasses,part_holonym,frame
glasses,synonym,glass
glasses,part_holonym,glass
glasses,hypernym,container
glasses,hyponym,tumbler
glasses,hyponym,pony
glasses,hyponym,wineglass
glasses,hyponym,goblet
glasses,hyponym,bumper
glasses,part_meronym,glass
glasses,synonym,chalk
glasses,synonym,ice
glasses,synonym,trash
glasses,hypernym,mirror
glasses,hypernym,glassware
bikes,hyponym,motorbike
bikes,synonym,motorcycle
bikes,synonym,bike
bikes,part_meronym,kickstand
bikes,synonym,bicycle
bikes,synonym,wheel
bikes,synonym,cycle
bikes,part_meronym,chain
bikes,part_meronym,handlebar
bikes,part_meronym,saddle
bikes,part_meronym,pedal
page,hypernym,leaf
page,hyponym,spread
tablet,hypernym,slab
tablet,hypernym,paper
tablet,hyponym,notepad
tablet,synonym,pad
tablet,hypernym,cake
tablet,hypernym,bar
tablet,synonym,tab
muffler,part_holonym,exhaust
muffler,hypernym,scarf
muffler,hypernym,device
muffler,hyponym,cushion
fins,hypernym,figure
fins,synonym,five
fins,synonym,5
fins,synonym,fin
fins,hypernym,decoration
fins,hypernym,ornament
fins,part_holonym,car
fins,part_holonym,automobile
fins,part_holonym,machine
fins,hypernym,slat
fins,hypernym,shoe
fins,hypernym,stabilizer
fins,hyponym,vane
fins,part_holonym,ship
fins,hypernym,member
fins,part_holonym,fish
oars,hyponym,paddle
oars,synonym,oar
oars,part_meronym,blade
oars,part_meronym,vane
mannequin,synonym,model
bedding,hyponym,bedspread
bedding,hyponym,spread
bedding,hyponym,throw
bedding,hyponym,quilt
bedding,hyponym,comforter
bedding,hyponym,blanket
bedding,hyponym,cover
bedding,hypernym,material
bedding,hypernym,stuff
bedding,synonym,litter
intersection,hypernym,point
intersection,hyponym,corner
intersection,synonym,crossing
intersection,part_holonym,road
intersection,part_holonym,route
intersection,hypernym,set
intersection,synonym,product
showerhead,hypernym,nozzle
showerhead,hypernym,nose
showerhead,part_holonym,shower
indent,hypernym,space
indent,hypernym,place
indent,synonym,indentation
onlookers,hypernym,spectator
onlookers,hypernym,viewer
post,hypernym,place
post,synonym,station
post,hypernym,business
post,hypernym,line
post,hyponym,chair
post,hyponym,plum
post,synonym,office
post,synonym,spot
post,synonym,place
post,hyponym,lamppost
post,hyponym,stake
post,hyponym,stump
post,hypernym,collection
post,synonym,mail
post,synonym,stake
roller,hypernym,wave
roller,synonym,roll
roller,hypernym,wheel
roller,hypernym,cylinder
roller,synonym,tumbler
berries,hyponym,strawberry
berries,hyponym,blackberry
berries,hyponym,blueberry
berries,hyponym,raspberry
berries,synonym,berry
berries,part_holonym,berry
berries,hypernym,fruit
berries,part_meronym,berry
beret,hypernym,cap
melon,hyponym,watermelon
melon,part_holonym,melon
melon,hyponym,cucumber
melon,part_meronym,melon
beverage,hypernym,food
beverage,hypernym,liquid
beverage,hyponym,mixer
beverage,hyponym,cooler
beverage,hyponym,coffee
beverage,hyponym,chocolate
beverage,hyponym,tea
beverage,hyponym,alcohol
beverage,hyponym,milk
beverage,synonym,drink
blaze,hypernym,fire
blaze,hypernym,flame
blaze,synonym,glare
blaze,hypernym,marking
grinder,hypernym,sandwich
grinder,synonym,sub
grinder,synonym,wedge
grinder,hypernym,tooth
grinder,hypernym,machinery
grinder,hyponym,windmill
veggie,hypernym,produce
veggie,hyponym,asparagus
veggie,hyponym,squash
veggie,hyponym,plantain
veggie,hyponym,celery
veggie,hyponym,pumpkin
veggie,hyponym,mushroom
veggie,hyponym,onion
veggie,hyponym,greens
veggie,hyponym,green
veggie,hyponym,cucumber
veggie,synonym,vegetable
veggie,part_holonym,herb
rivet,hypernym,decoration
rivet,hypernym,ornament
rivet,synonym,stud
rivet,hypernym,pin
magnets,hypernym,device
magnets,synonym,magnet
magnets,part_meronym,pole
chains,hypernym,hamper
chains,synonym,chain
chains,hypernym,unit
chains,hyponym,ring
chains,part_holonym,bicycle
chains,part_holonym,bike
chains,part_holonym,wheel
chains,part_holonym,cycle
chains,hypernym,business
chains,part_meronym,yard
chains,part_meronym,link
chains,hypernym,formation
chains,synonym,range
chains,hypernym,necklace
chains,synonym,string
chains,synonym,strand
sword,hypernym,arm
sword,synonym,blade
sword,synonym,brand
sword,synonym,steel
sword,part_meronym,point
sword,part_meronym,tip
sword,part_meronym,peak
sword,part_meronym,blade
pedals,hypernym,note
pedals,synonym,pedal
pedals,hypernym,lever
pedals,hyponym,gun
pedals,part_holonym,bicycle
pedals,part_holonym,bike
pedals,part_holonym,wheel
pedals,part_holonym,cycle
cords,hypernym,trouser
cords,hypernym,pant
cords,hypernym,line
cords,hyponym,string
cords,hyponym,lace
cords,hyponym,thread
cords,hyponym,yarn
cords,hyponym,piping
cords,hyponym,tie
cords,hyponym,lanyard
cords,synonym,cord
cords,hypernym,conductor
cords,hypernym,fabric
cords,hypernym,cloth
cords,hypernym,material
ships,hypernym,vessel
ships,synonym,ship
ships,part_meronym,skeleton
ships,part_meronym,frame
ships,part_meronym,bay
ships,part_meronym,screw
ships,part_meronym,caboose
ships,part_meronym,deck
ships,part_meronym,poop
ships,part_meronym,tail
ships,part_meronym,fin
ships,part_meronym,log
ships,part_meronym,top
ships,part_meronym,sheet
steps,hypernym,stairway
steps,hypernym,staircase
steps,hyponym,ladder
steps,synonym,stairs
steps,hypernym,path
steps,hypernym,track
steps,hypernym,course
steps,hyponym,guard
steps,synonym,step
steps,synonym,footstep
steps,hyponym,footstep
steps,hyponym,tread
steps,hypernym,support
steps,synonym,stair
steps,part_meronym,tread
steps,part_holonym,stairway
steps,part_holonym,staircase
steps,hyponym,cut
steps,hypernym,mark
steps,hypernym,print
steps,synonym,footprint
steps,hypernym,block
pretzel,hypernym,cracker
lighthouse,hypernym,tower
anchor,hypernym,hook
anchor,hypernym,claw
anchor,part_meronym,stem
anchor,part_holonym,vessel
anchor,hypernym,support
window,hyponym,skylight
window,part_meronym,sash
window,part_meronym,casing
window,part_meronym,case
window,part_meronym,pane
window,part_meronym,window
window,part_holonym,building
window,hypernym,opening
window,part_holonym,car
window,part_holonym,automobile
window,part_holonym,machine
window,part_holonym,bus
window,part_holonym,coach
window,hypernym,panel
window,hypernym,gap
window,hypernym,pane
window,part_holonym,window
window,hypernym,display
window,hyponym,foreground
window,hyponym,panel
pigeons,hyponym,dove
pigeons,synonym,pigeon
sushi,hypernym,dish
drinks,hypernym,portion
drinks,hyponym,toast
drinks,hyponym,float
drinks,synonym,drink
drinks,synonym,drinking
drinks,hypernym,food
drinks,hypernym,liquid
drinks,hyponym,mixer
drinks,hyponym,cooler
drinks,hyponym,coffee
drinks,hyponym,chocolate
drinks,hyponym,tea
drinks,hyponym,alcohol
drinks,hyponym,milk
drinks,synonym,beverage
drinks,hypernym,water
scooters,hypernym,motorboat
scooters,synonym,scooter
scooters,hypernym,vessel
chip,hyponym,scale
chip,synonym,bit
chip,hypernym,float
chip,hypernym,droppings
chip,hypernym,dung
chip,hypernym,blemish
chip,synonym,check
chip,hypernym,counter
chip,part_holonym,computer
chip,hypernym,break
highlighter,hypernym,marker
shoelace,hypernym,lace
shoelace,part_holonym,shoe
cook,hyponym,cookie
cook,hyponym,chef
merchandise,hyponym,cargo
merchandise,hyponym,line
merchandise,hyponym,number
merchandise,synonym,product
merchandise,part_holonym,outlet
weed,hypernym,band
weed,synonym,pot
weed,synonym,grass
weed,synonym,smoke
rail,hypernym,barrier
rail,hyponym,guardrail
rail,hyponym,bar
rail,synonym,railing
rail,part_holonym,bannister
rail,part_holonym,banister
rail,part_holonym,handrail
rail,hypernym,railway
rail,hypernym,railroad
rail,hypernym,bar
rail,synonym,track
rail,synonym,rails
rail,synonym,runway
rail,part_holonym,railroad
rail,part_holonym,railway
workers,hypernym,person
workers,hypernym,individual
workers,hypernym,someone
workers,hyponym,employee
workers,hyponym,wiper
workers,hyponym,planter
workers,hyponym,gutter
workers,hyponym,poster
workers,hyponym,hanger
workers,hyponym,topper
workers,hyponym,bleacher
workers,hyponym,tier
workers,hyponym,washer
workers,hyponym,driver
workers,synonym,worker
workers,hyponym,soldier
flying,hypernym,air
flying,synonym,flight
outfield,part_meronym,right
outfield,part_meronym,center
outfield,part_meronym,left
outfield,part_holonym,diamond
logos,synonym,logo
shorts,hypernym,trouser
shorts,hypernym,pant
shorts,synonym,trunks
shorts,synonym,drawers
shorts,synonym,short
shorts,part_holonym,diamond
shorts,part_holonym,infield
controllers,synonym,controller
controllers,hypernym,person
controllers,hypernym,individual
controllers,hypernym,someone
controllers,hypernym,mechanism
controllers,hyponym,valve
controllers,hyponym,switch
controllers,hyponym,dial
controllers,synonym,control
candy,hyponym,rock
candy,hyponym,patty
ramp,hypernym,stairway
ramp,hypernym,staircase
notes,synonym,note
notes,synonym,line
notes,hyponym,chord
notes,hyponym,pedal
notes,hypernym,air
notes,synonym,bill
notes,hyponym,credit
controller,hypernym,person
controller,hypernym,individual
controller,hypernym,someone
controller,hypernym,mechanism
controller,hyponym,valve
controller,hyponym,switch
controller,hyponym,dial
controller,synonym,control
children,hyponym,monkey
children,hyponym,toddler
children,synonym,child
children,synonym,kid
children,synonym,fry
children,hyponym,baby
children,hyponym,infant
children,hypernym,person
children,hypernym,individual
children,hypernym,someone
children,synonym,baby
compass,hyponym,pallet
compass,hyponym,horizon
compass,hyponym,view
compass,synonym,range
grassland,hyponym,meadow
grassland,hyponym,pasture
grassland,hyponym,savannah
arrow,hypernym,mark
arrow,part_meronym,point
arrow,part_meronym,head
arrow,part_meronym,shaft
arrow,hypernym,missile
arrow,part_meronym,vane
mechanism,hyponym,barrier
mechanism,hypernym,device
mechanism,hyponym,lock
mechanism,hyponym,control
mechanism,hyponym,controller
mechanism,hyponym,carriage
mechanism,hyponym,drive
mechanism,hyponym,radiator
mechanism,hyponym,gear
stockings,hypernym,hose
stockings,synonym,stocking
doughnuts,synonym,ring
doughnuts,synonym,doughnut
doughnuts,synonym,donut
interior,hypernym,part
interior,synonym,inside
interior,hypernym,surface
interior,hyponym,belly
phones,hyponym,handset
phones,synonym,telephone
phones,synonym,phone
phones,synonym,headphone
trick,hypernym,device
trick,hypernym,customer
trick,hypernym,turn
blind,hypernym,people
blind,hypernym,screen
blind,hypernym,cover
blind,hypernym,protection
blind,hyponym,blinker
blind,hyponym,blinder
blind,hyponym,shutter
blind,hyponym,curtain
blind,hyponym,drape
blind,hyponym,mantle
blind,synonym,screen
mouse,hypernym,bruise
mouse,hypernym,person
mouse,hypernym,individual
mouse,hypernym,someone
cookies,hypernym,cake
cookies,hyponym,snap
cookies,hyponym,brownie
cookies,synonym,cookie
cookies,synonym,biscuit
cookies,hypernym,cook
cookies,hypernym,text
beef,hypernym,cattle
beef,hypernym,cows
beef,hypernym,oxen
beef,hypernym,meat
beef,hyponym,hamburger
beef,part_holonym,cattle
beef,part_holonym,cows
beef,part_holonym,oxen
dog,hyponym,poodle
dog,hyponym,toy
dog,hyponym,puppy
dog,part_meronym,flag
dog,synonym,heel
dog,hypernym,sausage
dog,synonym,hotdog
dog,part_holonym,hotdog
dog,hypernym,stop
dog,hypernym,support
lining,hypernym,protection
lining,synonym,liner
lining,part_holonym,garment
lining,hypernym,covering
people,hypernym,group
people,hyponym,blind
people,hyponym,blood
people,hyponym,business
people,hyponym,land
people,hyponym,country
people,hyponym,pocket
people,hypernym,family
people,hyponym,audience
grass,hyponym,cereal
grass,synonym,pasture
grass,synonym,pot
grass,synonym,weed
grass,synonym,smoke
violin,hypernym,string
motorbikes,hypernym,motorcycle
motorbikes,hypernym,bike
motorbikes,hyponym,moped
motorbikes,synonym,motorbike
spectacle,hypernym,display
pews,hypernym,bench
pews,synonym,pew
headstone,synonym,key
headstone,part_holonym,arch
headstone,hypernym,stone
headstone,hypernym,monument
cranes,synonym,crane
fields,hyponym,yard
fields,hyponym,grounds
fields,hyponym,lawn
fields,synonym,field
fields,part_meronym,front
fields,hypernym,business
fields,hyponym,front
fields,hyponym,land
fields,hyponym,lap
fields,synonym,sphere
fields,synonym,area
fields,synonym,arena
fields,hyponym,diamond
fields,hyponym,arena
fields,hyponym,court
fields,part_holonym,stadium
fields,part_holonym,bowl
fields,part_holonym,arena
fields,hypernym,land
fields,hypernym,earth
fields,hypernym,ground
fields,hyponym,flat
fields,synonym,plain
fields,hypernym,set
fields,hyponym,airport
fields,hyponym,strip
fields,synonym,airfield
fields,part_meronym,runway
fields,part_meronym,apron
turbine,part_meronym,blade
turbine,part_meronym,vane
lizard,hyponym,monitor
joint,hyponym,knee
joint,hyponym,elbow
joint,hypernym,spot
joint,hypernym,link
joint,hypernym,cut
joint,hyponym,scarf
joint,hyponym,hinge
joint,hyponym,butt
joint,hyponym,seam
joint,hypernym,cigarette
joint,hypernym,butt
joint,synonym,stick
s,hypernym,letter
cardboard,hypernym,paper
cardboard,hyponym,card
he,hypernym,letter
decor,hypernym,decoration
decor,hypernym,ornament
pedestal,hypernym,support
pedestal,synonym,base
pedestal,synonym,stand
pedestal,part_holonym,column
pedestal,part_holonym,pillar
soup,hypernym,dish
soup,hyponym,broth
marble,hypernym,rock
marble,hypernym,stone
marble,hypernym,ball
marble,hypernym,sculpture
markers,hypernym,artifact
markers,synonym,marker
markers,hypernym,symbol
markers,hyponym,spot
markers,hyponym,peg
markers,hyponym,pin
markers,hyponym,brand
markers,hyponym,watermark
markers,hyponym,label
markers,synonym,marking
markers,synonym,mark
markers,hyponym,highlighter
driftwood,hypernym,wood
kettle,hypernym,pot
kettle,hypernym,hole
fan,hypernym,device
groceries,hypernym,market
groceries,synonym,market
groceries,part_meronym,shelf
cakes,hypernym,block
cakes,hyponym,tablet
cakes,synonym,cake
cakes,synonym,bar
cakes,hypernym,dish
cakes,synonym,patty
cakes,hyponym,cookie
cakes,hyponym,biscuit
cakes,hyponym,waffle
cakes,hyponym,cupcake
cakes,hyponym,pancake
cakes,hyponym,cheesecake
plants,synonym,plant
plants,hyponym,houseplant
plants,part_meronym,hood
plants,part_meronym,cap
plants,hypernym,player
fog,hyponym,mist
fog,synonym,haze
cookie,hypernym,cake
cookie,hyponym,snap
cookie,hyponym,brownie
cookie,synonym,biscuit
cookie,hypernym,cook
cookie,hypernym,text
tanks,synonym,tank
tanks,part_meronym,turret
tanks,hypernym,vessel
tanks,hyponym,aquarium
tanks,hypernym,cell
tanks,synonym,cooler
skirt,part_meronym,seat
skirt,part_meronym,lap
skirt,part_holonym,garment
skirt,hypernym,garment
skirt,part_meronym,zipper
skirt,hypernym,girl
skirt,synonym,doll
skirt,synonym,bird
speedometer,hypernym,meter
streaks,synonym,streak
streaks,hypernym,marking
streaks,hyponym,band
streaks,synonym,stripe
streaks,synonym,bar
streaks,hypernym,flash
f,hypernym,letter
bicycles,synonym,bicycle
bicycles,synonym,bike
bicycles,synonym,wheel
bicycles,synonym,cycle
bicycles,part_meronym,chain
bicycles,part_meronym,handlebar
bicycles,part_meronym,saddle
bicycles,part_meronym,kickstand
bicycles,part_meronym,pedal
snow,part_meronym,snowflake
snow,hypernym,layer
snow,synonym,coke
piles,synonym,stacks
piles,hypernym,collection
piles,hyponym,stack
piles,synonym,pile
piles,synonym,mound
piles,synonym,flock
piles,synonym,lot
piles,synonym,mountain
piles,synonym,pot
piles,synonym,raft
piles,synonym,stack
piles,hypernym,money
piles,synonym,bundle
piles,hypernym,hair
piles,synonym,down
piles,hypernym,battery
piles,hypernym,column
piles,hypernym,pillar
piles,hypernym,thread
piles,hypernym,yarn
hooks,hypernym,hand
